dataset1,dataset2,bnlj_result_size,bnlj_mbr_tests,bnlj_split_count,bnlj_duration,pbsm_result_size,pbsm_mbr_tests,pbsm_split_count,pbsm_duration,dj_result_size,dj_mbr_tests,dj_split_count,dj_duration,repj_result_size,repj_mbr_tests,repj_split_count,repj_duration,1st time,2nd time,3rd time,4th time
large_aws/Combo_006.csv,medium/diagonal_002.csv,82506074,28365938046,78,17.497030388,82505973,424776772,30107,19.832947142,79463948,7118425173,165,70.099635411,80244118,2609024923,78,12.677732606,repj,bnlj,pbsm,dj
large_aws/Combo_007.csv,medium/diagonal_002.csv,147190302,37445628687,78,20.017348924,147190161,683980919,30102,21.828205572,142242006,8375428188,166,20.085582696,144361241,3651048237,78,28.705573388,bnlj,dj,pbsm,repj
large_aws/Combo_001.csv,medium/diagonal_003.csv,152424587,49089307451,78,24.62068048,152424425,780028626,30195,21.694643477,145036982,11886990573,198,87.082928912,148319161,4676274831,78,17.432406132,repj,pbsm,bnlj,dj
large_aws/Combo_002.csv,medium/diagonal_003.csv,126123598,44222999477,78,23.92141974,126123441,669040577,30090,20.813283963,120733859,10068670429,196,86.218130819,122402543,4116326495,78,30.553093835,pbsm,bnlj,repj,dj
large_aws/Combo_003.csv,medium/diagonal_003.csv,170048393,49267814111,78,23.49939001,170048236,824720780,30082,20.069059469,163282200,10278666485,179,23.392673888,166287536,4792550019,78,32.727466553,pbsm,dj,bnlj,repj
large_aws/Combo_004.csv,medium/diagonal_003.csv,206481599,60021368951,78,27.759356927,206481400,1018079934,30100,21.247274672,197631313,12725965333,202,43.328869741,201967141,5820016035,78,20.193299177,repj,pbsm,bnlj,dj
large_aws/Combo_005.csv,medium/diagonal_003.csv,110008606,33779388215,78,17.984473342,110008483,550202182,30090,18.442541908,106241566,7783106686,159,64.366143728,107618288,3266909586,78,14.228447065,repj,bnlj,pbsm,dj
large_aws/Combo_006.csv,medium/diagonal_003.csv,158332702,51628092648,78,26.740380265,158332515,812896915,30082,20.569497304,151507392,9822356326,200,46.975857109,154390600,4906715318,78,36.636637337,pbsm,bnlj,repj,dj
large_aws/Combo_007.csv,medium/diagonal_003.csv,49994266,25402051021,78,15.373664902,49994201,242109622,30102,21.257965013,47937097,6507906323,189,32.806386366,48291110,1607542819,78,30.039680791,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/diagonal_004.csv,24683389,16984454890,78,10.328071534,24683361,141214636,29928,20.488588943,23761165,4736895461,156,64.734292541,23906769,1085122429,78,24.6886108,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/diagonal_004.csv,26037291,17224583840,78,9.173800332,26037259,146148758,29928,20.894920824,25111576,5260943479,161,20.68290695,25292289,1104926893,78,27.375737677,bnlj,dj,pbsm,repj
large_aws/Combo_003.csv,medium/diagonal_004.csv,24607656,13283800433,78,8.019086278,24607637,126826623,29928,21.096645877,23759879,3589516237,141,15.719654548,23986564,864008734,78,10.730722052,bnlj,repj,dj,pbsm
large_aws/Combo_004.csv,medium/diagonal_004.csv,37936279,24774613879,78,14.826299131,37936239,210013450,30102,21.43018313,36687069,6613500149,194,83.620845269,36935633,1584481711,78,26.445224952,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/diagonal_004.csv,33125029,16850070095,78,12.633328426,33124986,159886527,29928,21.866427036,31881643,4265434491,150,63.387471775,32100407,1098669510,78,26.385273865,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/diagonal_004.csv,26139787,16888743425,78,11.845384665,26139750,144222050,29928,20.362416725,25130382,3193711311,159,62.729042285,25248138,1065134684,78,27.747833943,bnlj,pbsm,repj,dj
large_aws/Combo_007.csv,medium/diagonal_004.csv,26063157,13704328541,78,10.910902713,26063129,128909473,29928,21.083141881,25156574,3313730415,146,56.765113501,25297656,873076178,78,25.867690992,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/diagonal_005.csv,41691652,22604559576,78,11.802449649,41691616,208752353,30102,21.573483236,40131548,5445415903,187,30.206362902,40368297,1440408554,78,27.266835542,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/diagonal_005.csv,23425515,12670551423,78,8.238000928,23425498,120848772,29928,19.325175845,22716804,3512461935,141,15.131293429,22819491,824271220,78,27.687578667,bnlj,dj,pbsm,repj
large_aws/Combo_003.csv,medium/diagonal_005.csv,51189652,19669154597,78,11.021989863,51189610,230424346,29929,21.804433491,49512578,6990529229,161,69.689443772,49971390,1372474251,78,25.049831478,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/diagonal_005.csv,59428406,26523916972,78,13.438580759,59428362,289015196,30102,21.604399378,57426208,6523968146,183,80.043307054,58010731,1840896231,78,27.706803705,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/diagonal_005.csv,48748493,19049382733,78,10.331636147,48748449,219402978,29929,21.439961263,47077427,6286342101,150,65.860209921,47575306,1290012740,78,27.28980337,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/diagonal_005.csv,58670500,25601275146,78,14.874330767,58670446,281157763,30102,21.170182345,56869374,7624735583,180,75.272385945,57297126,1791247318,78,29.275885738,bnlj,pbsm,repj,dj
large_aws/Combo_007.csv,medium/diagonal_005.csv,59724623,29147778145,78,12.822788291,59724566,290289680,30102,22.811990872,57831210,6994667077,181,29.710552814,58239229,1941025175,78,27.925758489,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/diagonal_006.csv,44271902,17052648630,78,11.283324533,44271880,189360156,29929,19.479189764,42719223,4431631583,152,15.826053675,43355082,1093230140,78,26.996754972,bnlj,dj,pbsm,repj
large_aws/Combo_002.csv,medium/diagonal_006.csv,57201968,26088878074,78,13.092245156,57201911,275388243,30102,21.221752492,55586106,7098518275,175,28.398888029,55976993,1804603123,78,27.061737741,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/diagonal_006.csv,48752547,17015187065,78,10.188180658,48752515,211919039,29929,20.78973065,47386496,5167316905,156,70.037212383,47785536,1214337293,78,24.819953938,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/diagonal_006.csv,61435029,29376758116,78,13.545209268,61434972,300290535,30102,21.498021107,59511099,7635546289,189,33.924164781,60031626,1951632014,78,28.442999483,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/diagonal_006.csv,41789489,16710377889,78,11.619423363,41789470,177260012,29929,19.452713486,40518933,4753046189,150,60.333648798,40995904,988855538,78,25.829038516,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/diagonal_006.csv,12750677,9234756462,78,17.434586983,12750677,56307638,29929,17.395685171,10218376,2991838321,122,45.17883972,12750677,428825112,78,9.143440474,repj,pbsm,bnlj,dj
large_aws/Combo_007.csv,medium/diagonal_006.csv,45906455,29762019809,78,19.528743982,45906401,226088543,30102,19.787776502,37554838,6868955373,230,24.681787609,43267257,1696915533,78,28.575046834,bnlj,pbsm,dj,repj
large_aws/Combo_001.csv,medium/diagonal_007.csv,13695273,10060515412,78,10.180930704,13695259,72154774,29928,18.936510921,13267279,2512320101,127,45.482569597,13328708,544446457,78,24.620299423,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/diagonal_007.csv,0,21353699982,78,-1,37427602,224894544,30102,19.806849569,9349171,6407164326,200,84.79925833,37427602,1486159131,78,20.005835537,pbsm,repj,dj,bnlj
large_aws/Combo_003.csv,medium/diagonal_007.csv,47757314,31663956111,78,16.360929776,47757255,274490458,30102,22.94526515,45753342,6905953339,222,83.601258366,46281215,1998439472,78,28.321602835,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/diagonal_007.csv,38899916,20689566477,78,33.765647445,38899916,222650424,30102,18.695191881,10759496,5025725835,172,69.427630806,38899916,1268485170,78,21.64629531,pbsm,repj,bnlj,dj
large_aws/Combo_005.csv,medium/diagonal_007.csv,18215964,12871775068,78,20.326831953,18215964,85022790,29929,21.377295293,11331138,2402581085,152,54.49361383,18215964,629798407,78,18.416210272,repj,bnlj,pbsm,dj
large_aws/Combo_006.csv,medium/diagonal_007.csv,19200867,10084717417,78,9.694360328,19200863,91970299,29928,18.292742857,18491894,3599888247,144,55.833586281,18611957,588454567,78,25.436664184,bnlj,pbsm,repj,dj
large_aws/Combo_007.csv,medium/diagonal_007.csv,22533234,18265084622,78,14.671684663,22533222,128112728,30102,19.884709574,19951835,3093381351,180,74.254031188,21658604,966164598,78,26.734757919,bnlj,pbsm,repj,dj
large_aws/Combo_001.csv,medium/diagonal_008.csv,25154359,21321793585,78,16.411298797,25154344,134594045,30102,21.115747151,19680377,5715542385,222,94.21516822,23851768,1147165986,78,28.623853807,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/diagonal_008.csv,33048994,17438719429,73,17.07746068,33048943,210953879,28520,24.081815374,32586019,5363192135,167,26.7290647,32997503,2115360942,73,24.515650582,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/diagonal_008.csv,26402436,14852518365,73,17.125620217,26402397,175879596,28675,21.529951465,25901253,3926372077,177,22.869248564,26359805,1832676467,73,18.368275732,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/diagonal_008.csv,36446612,14456316658,73,16.357024946,36446555,195914396,28520,20.809807154,35893564,4117438787,163,21.850271812,36389341,1802562479,73,19.358659374,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/diagonal_008.csv,27201538,14894511669,73,16.317736691,27201499,177258569,28675,21.865157932,26879972,4208552981,174,23.754470214,27143689,1815475299,73,24.170040988,bnlj,pbsm,dj,repj
large_aws/Combo_006.csv,medium/diagonal_008.csv,14788482,9652734005,73,12.659711924,14788453,109770583,28490,20.342651829,14656282,3532536229,142,18.720182969,14766066,1186641627,73,20.303729151,bnlj,dj,repj,pbsm
large_aws/Combo_007.csv,medium/diagonal_008.csv,14899684,7132428522,73,10.268249186,14899655,90128558,28490,21.181580406,14763283,2688194602,139,20.571482524,14873711,889958009,73,17.387679784,bnlj,repj,dj,pbsm
large_aws/Combo_001.csv,medium/diagonal_009.csv,20888285,11662193235,73,13.231907306,20888245,140863074,28520,20.659967221,20632079,3489617354,146,18.457566734,20853673,1443073597,73,20.513577194,bnlj,dj,repj,pbsm
large_aws/Combo_002.csv,medium/diagonal_009.csv,20868312,10732920409,73,13.019049717,20868272,132385071,28520,20.19295355,20604506,3261986752,153,22.812682283,20835807,1329133003,73,22.63651222,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/diagonal_009.csv,9817971,6695395968,73,11.159661864,9817960,75211711,28490,18.095400678,9736315,2344872770,124,15.154073485,9804188,824223958,73,17.165091202,bnlj,dj,repj,pbsm
large_aws/Combo_004.csv,medium/diagonal_009.csv,29449396,12564020369,73,14.186622693,29449354,164900756,28520,22.605500454,29115772,3880570290,147,22.720145656,29400961,1541342387,73,23.551853082,bnlj,pbsm,dj,repj
large_aws/Combo_005.csv,medium/diagonal_009.csv,17885244,12978321755,73,15.480049589,17885223,131846092,28480,22.260579067,17653260,3589342333,121,17.420240392,17837588,1316948070,73,22.6880197,bnlj,dj,pbsm,repj
large_aws/Combo_006.csv,medium/diagonal_009.csv,30108664,20573349005,73,23.554283783,30108611,218827979,28598,19.035699646,29604999,4884946681,159,19.430864715,30028313,2099807245,73,23.431893457,pbsm,dj,repj,bnlj
large_aws/Combo_007.csv,medium/diagonal_009.csv,29844827,17221132578,73,26.276144016,29844781,190589436,28564,20.518086561,29396026,3899664496,148,19.235332824,29754085,1802865239,73,16.92931832,repj,dj,pbsm,bnlj
large_aws/Combo_001.csv,medium/diagonal_010.csv,60653909,23637491104,73,24.93471898,60653848,309968341,28548,20.428780539,59342099,4551789525,145,20.231495897,60509850,2434457140,73,24.05405242,dj,pbsm,repj,bnlj
large_aws/Combo_002.csv,medium/diagonal_010.csv,56904598,30831575741,73,35.536178197,56904525,349085650,28459,22.409795421,55650890,5737896638,165,25.991629571,56763620,3150775276,73,25.033076983,pbsm,repj,dj,bnlj
large_aws/Combo_003.csv,medium/diagonal_010.csv,44200395,27016375612,73,28.600397971,44200315,299069628,28598,21.410816908,43427038,5674953600,165,23.497332619,44066355,2806041225,73,26.682689576,pbsm,dj,repj,bnlj
large_aws/Combo_004.csv,medium/diagonal_010.csv,65825435,31326229150,73,36.997242043,65825359,368705069,28536,20.757165274,64316532,6212556360,157,25.502235261,65678138,3180198170,73,25.370221123,pbsm,repj,dj,bnlj
large_aws/Combo_005.csv,medium/diagonal_010.csv,80384345,38184999240,73,38.397511799,80384248,455487708,28598,21.755180721,78401450,7626641865,168,25.743724168,80196635,3881769062,73,28.530341056,pbsm,dj,repj,bnlj
large_aws/Combo_006.csv,medium/diagonal_010.csv,41399126,21471068794,73,23.315161474,41399077,243695259,28490,19.912615534,40575044,4752372792,131,19.506974854,41310250,2175896414,73,20.887816728,dj,pbsm,repj,bnlj
large_aws/Combo_007.csv,medium/diagonal_010.csv,58517396,32340470912,73,35.796035539,58517305,363076584,28644,20.531506486,57275680,5766601813,170,26.34463897,58370079,3307861099,73,23.14084827,pbsm,repj,dj,bnlj
large_aws/Combo_001.csv,medium/gaussian_001.csv,20818829,12142125301,73,14.563034503,20818780,116087698,28675,21.377319931,20608790,3816125853,176,28.065628949,20774630,1239559230,73,24.605901915,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/gaussian_001.csv,9479340,8598963669,73,10.415564127,9479322,70466419,28520,20.991768485,9405559,2774201220,142,22.409600624,9463440,867144906,73,25.291733975,bnlj,pbsm,dj,repj
large_aws/Combo_003.csv,medium/gaussian_001.csv,10143202,8785824595,73,10.97011465,10143179,73596598,28520,22.023755329,10079489,2795005307,146,18.607830146,10127726,890447365,73,24.74428076,bnlj,dj,pbsm,repj
large_aws/Combo_004.csv,medium/gaussian_001.csv,10705109,6784828160,73,10.112457175,10705090,62942869,28490,21.241647579,10642492,2514007005,144,15.204954114,10687688,688018230,73,25.680835666,bnlj,dj,pbsm,repj
large_aws/Combo_005.csv,medium/gaussian_001.csv,15060061,12176947243,73,17.266918514,15060035,102818396,28520,21.003652643,14963686,3376721191,165,26.004438181,15029908,1228647427,73,27.320821596,bnlj,pbsm,dj,repj
large_aws/Combo_006.csv,medium/gaussian_001.csv,15448344,8497505599,73,11.895273422,15448319,82546158,28520,21.462612149,15328219,2511705306,151,21.51854576,15418395,866060800,73,25.096919805,bnlj,pbsm,dj,repj
large_aws/Combo_007.csv,medium/gaussian_001.csv,10534709,8286542985,73,10.664554802,10534696,71027946,28520,19.880295536,10465362,2224105325,160,20.196176258,10512719,841536466,73,12.664110957,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/gaussian_002.csv,11612588,6642705369,73,11.089967616,11612569,64049177,28490,21.653407682,11528013,2001182403,142,16.792729431,11585935,679063241,73,25.961770886,bnlj,dj,pbsm,repj
large_aws/Combo_002.csv,medium/gaussian_002.csv,17679406,10791389298,73,15.727981911,17679378,100276248,28520,25.83872651,17536360,2710923644,182,30.193808282,17642350,1101713558,73,26.025033697,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/gaussian_002.csv,10379180,6414573067,73,10.866590252,10379167,59811367,28490,21.414360874,10328611,2025511488,134,16.143709319,10360777,651553861,73,22.938706562,bnlj,dj,pbsm,repj
large_aws/Combo_004.csv,medium/gaussian_002.csv,29356922,12023620043,73,12.980729243,29356893,139929096,28520,23.748197916,29054045,4280361441,154,19.764437225,29320844,1331653014,73,28.33993726,bnlj,dj,pbsm,repj
large_aws/Combo_005.csv,medium/gaussian_002.csv,30096791,15093810136,73,14.534608271,30096759,158207291,28520,22.304213266,29795097,4283445051,165,26.823279958,30068768,1616579350,73,25.436048041,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/gaussian_002.csv,27330783,10993842056,73,14.077993283,27330761,127788942,28365,19.968171068,27025853,4157613887,148,17.067703375,27316062,1187804739,73,27.351887545,bnlj,dj,pbsm,repj
large_aws/Combo_001.csv,medium/gaussian_003.csv,29619431,14706743300,73,13.650420339,29619388,156535280,28520,19.959235961,29348769,4209832092,169,26.006377038,29578308,1581120032,73,28.934727633,bnlj,pbsm,dj,repj
large_aws/Combo_002.csv,medium/gaussian_003.csv,28746096,15445159929,73,14.572804248,28746052,151362895,28520,21.540994273,28506305,4069365852,165,26.370922966,28707208,1574395163,73,21.156476693,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/gaussian_003.csv,26901070,8917314138,73,11.143860728,26901044,117075787,28365,21.181059782,26602294,3340850713,135,20.571049601,26870821,1013445192,73,23.907123212,bnlj,dj,pbsm,repj
large_aws/Combo_004.csv,medium/gaussian_003.csv,30211206,15108686236,73,14.653660968,30211168,159185529,28520,20.362137646,29919056,3932389493,168,20.161023195,30160054,1610547275,73,23.727223385,bnlj,dj,pbsm,repj
large_aws/Combo_005.csv,medium/gaussian_003.csv,28387728,10746948738,73,14.315491691,28387695,123229284,28520,20.461399792,28125426,3513932844,168,23.212954849,28358096,1158309472,73,24.046302849,bnlj,pbsm,dj,repj
large_aws/Combo_006.csv,medium/gaussian_003.csv,30751301,16074053330,73,19.457857008,30751247,159079351,28520,21.157514152,30414767,4448593295,176,26.208913602,30706906,1643775127,73,28.077265508,bnlj,pbsm,dj,repj
large_aws/Combo_001.csv,medium/gaussian_004.csv,25625028,8557785449,73,11.282865925,25625011,97079209,28365,20.198031372,25460460,2532695624,132,19.112682869,25600791,822204979,73,22.932406334,bnlj,dj,pbsm,repj
large_aws/Combo_002.csv,medium/gaussian_004.csv,19810848,6900218532,73,12.06592621,19810848,67823956,28461,19.985614862,17792775,3074368179,162,60.829865394,19810848,903377452,73,21.12681651,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/gaussian_004.csv,16511288,14177702790,73,15.919264383,16511288,98328859,28548,20.229915319,14699461,2761696171,207,35.143761979,16511288,1079351530,73,25.989096991,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/gaussian_004.csv,4668998,4359474035,73,10.899883138,4668994,29697048,28490,20.74611886,4636282,1275357555,116,15.509206245,4657082,339218172,73,24.65452465,bnlj,dj,pbsm,repj
large_aws/Combo_005.csv,medium/gaussian_004.csv,8772155,12153681752,73,14.878752836,8772155,79883056,28480,20.312828661,4815022,4225233606,161,19.656251419,8772155,1050314573,73,20.614548149,bnlj,dj,pbsm,repj
large_aws/Combo_006.csv,medium/gaussian_004.csv,25020571,18739902669,73,16.987620313,25020523,179196875,28675,20.276066043,24426975,6699793258,277,44.085989788,24995032,2217826058,73,12.119584117,repj,bnlj,pbsm,dj
large_aws/Combo_001.csv,medium/gaussian_005.csv,13535263,10104542045,73,13.070785649,13535263,75387479,28480,19.82405521,10615364,2552046532,160,21.74076466,13535263,896069505,73,23.566894739,bnlj,pbsm,dj,repj
large_aws/Combo_002.csv,medium/gaussian_005.csv,24838586,9360400987,73,12.910069503,24838586,89443631,28461,19.756257397,20094231,3051444415,185,58.600450421,24838586,1208495383,73,22.932199002,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/gaussian_005.csv,11486664,5417018206,73,11.442985997,11486650,60611916,28490,20.482264026,11412222,2126122684,145,55.868616351,11471312,659469947,73,23.918975577,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/gaussian_005.csv,13634615,11002259835,73,12.418905533,13634600,113670161,28520,19.214134989,12047260,2335234669,321,85.952795447,13626396,1389655208,73,24.515912716,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/gaussian_005.csv,7633843,9577826425,73,12.848839569,7633840,54104480,28520,20.244497604,6766765,2151721306,182,20.668046227,7633840,716239776,73,24.328897618,bnlj,pbsm,dj,repj
large_aws/Combo_006.csv,medium/gaussian_005.csv,7922201,13936405012,78,10.522661093,7922189,35712371,30096,20.378564276,7835447,3746149559,143,22.82566571,7905398,859741333,78,18.854538395,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/gaussian_006.csv,2905984,11291643086,78,11.379790374,2905977,13427022,30096,19.301325893,2861939,1782641994,137,23.02913701,2903939,699264939,78,10.980791743,repj,bnlj,pbsm,dj
large_aws/Combo_002.csv,medium/gaussian_006.csv,4147991,11307398478,78,10.668467998,4147986,17103431,30096,19.393453229,4078249,2751796881,136,58.531417325,4145663,704871989,78,10.725290515,bnlj,repj,pbsm,dj
large_aws/Combo_003.csv,medium/gaussian_006.csv,6354172,11294982462,78,11.143891681,6354160,28817985,30096,18.247802159,6289626,2248144070,147,23.544986862,6340979,689530014,78,18.393024413,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/gaussian_006.csv,2497103,7685676285,78,8.240832235,2497100,12124676,30030,17.865248992,2471585,1821374043,120,45.451309635,2494298,474599226,78,10.951209575,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/gaussian_006.csv,1766711,5348655801,78,7.982208775,1766709,7837302,30030,18.220845995,1750453,2042674845,122,45.601672969,1765338,329151148,78,8.79394889,bnlj,repj,pbsm,dj
large_aws/Combo_006.csv,medium/gaussian_006.csv,3108243,9282597543,78,8.743371363,3108233,14311835,30096,19.033694353,3072250,1832678427,120,17.099740461,3104653,575647489,78,11.404335806,bnlj,repj,dj,pbsm
large_aws/Combo_001.csv,medium/gaussian_007.csv,2792001,8238495434,78,8.525846719,2791997,12537861,30096,18.084005784,2761025,2395741206,131,16.888864665,2790125,507346325,78,11.917052123,bnlj,repj,dj,pbsm
large_aws/Combo_002.csv,medium/gaussian_007.csv,1259125,5303308949,78,7.980852446,1259123,6199546,30030,17.128413887,1248031,1692176538,115,15.503984694,1258051,328125575,78,10.217214385,bnlj,repj,dj,pbsm
large_aws/Combo_003.csv,medium/gaussian_007.csv,5983355,9993354371,78,10.253229517,5983348,25146877,30096,19.011462063,5926998,1722478076,122,49.478930695,5975475,618669684,78,17.049008049,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/gaussian_007.csv,2700851,11252387874,78,10.279809367,2700844,12784560,30044,18.705674258,2683900,1756199960,108,40.091097187,2695485,657781000,78,16.960898918,bnlj,repj,pbsm,dj
large_aws/Combo_005.csv,medium/gaussian_007.csv,4225410,17569394942,78,13.576196146,4225403,19643683,30100,17.976030585,4187265,2235994313,134,52.882334124,4216909,1025083057,78,21.26009562,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/gaussian_007.csv,3590218,13504110593,78,12.134122838,3590212,15944547,30084,18.91326745,3561283,2319825082,142,59.885049701,3582728,788108380,78,16.795924123,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/gaussian_008.csv,7759384,21141178064,78,14.555507576,7759373,30764241,30160,18.11795039,7670206,3141770671,142,16.399222983,7749013,1239659228,78,20.148696957,bnlj,dj,pbsm,repj
large_aws/Combo_002.csv,medium/gaussian_008.csv,7702844,27026307119,78,17.33661514,7702833,33752338,30104,19.526558418,7615297,2731041108,139,20.91799882,7689622,1581276567,78,23.300632144,bnlj,pbsm,dj,repj
large_aws/Combo_003.csv,medium/gaussian_008.csv,5628735,21806867814,78,15.469723181,5628728,25373889,30163,21.100168165,5575894,2112764502,139,60.793550688,5618734,1273291982,78,22.581751452,bnlj,pbsm,repj,dj
large_aws/Combo_004.csv,medium/gaussian_008.csv,9038669,28639875694,78,16.428739835,9038654,36884940,30135,18.650486447,8932910,3656922937,133,39.33717788,9024458,1677232778,78,25.486010545,bnlj,pbsm,repj,dj
large_aws/Combo_005.csv,medium/gaussian_008.csv,10967698,34858235214,78,18.052963736,10967691,45841282,30076,20.47855207,10826765,3378312216,140,62.347711541,10949957,2040452511,78,25.008715778,bnlj,pbsm,repj,dj
large_aws/Combo_006.csv,medium/gaussian_008.csv,5790317,19592426713,78,12.919321634,5790311,24703345,30015,23.482339102,5733606,2597785911,123,52.070634597,5779471,1145525284,78,20.674786426,bnlj,repj,pbsm,dj
large_aws/Combo_001.csv,medium/gaussian_009.csv,7918363,28128088814,78,16.782166591,7918348,34685875,30173,19.245507954,7828372,2677473376,145,63.320381773,7905402,1644536081,78,23.176323691,bnlj,pbsm,repj,dj
large_aws/Combo_002.csv,medium/gaussian_009.csv,18775270,8902942646,78,10.511048788,18775236,80050578,30096,20.561618232,18612089,2132296637,181,31.754696634,18729629,698844464,78,22.984619581,bnlj,pbsm,repj,dj
large_aws/Combo_003.csv,medium/gaussian_009.csv,10324926,6618749701,78,8.151705873,10324910,51754183,30030,20.475807999,10252619,1632788496,138,50.577623125,10294374,515620958,78,9.821666704,bnlj,repj,pbsm,dj
large_aws/Combo_004.csv,medium/gaussian_009.csv,10896103,6804555298,78,8.336542973,10896087,53516566,30030,18.678470308,10823708,1995353146,147,17.80801732,10863163,532344612,78,12.830226997,bnlj,repj,dj,pbsm
