dataset_name,cardinality,AVG area,AVG x,AVG y,E0,E2,block_size,total_area,total_margin,total_overlap,size_std,block_util,total_blocks,x1,y1,x2,y2
large_aws/Uniform_enx_004.csv,17920000,3.15e-08,0.0007,4.5e-05,2.0,1.998,33554432.0,42.03127512829265,84.03127381353944,861.6411401299993,0.0,0.9847833961248398,42,1.0151277152203876e-08,9.676240564360227e-08,1.000699898102767,1.0000448234189974
large_aws/Uniform_enx_005.csv,19712000,6.65e-08,0.00095,7e-05,2.0,1.999,33554432.0,46.04691707571969,92.04691402180687,1036.055634203693,0.0,0.9893709123134612,46,8.067606804829097e-09,3.06677356842755e-08,1.0009499934426251,1.0000699153319972
large_aws/Uniform_enx_006.csv,7168000,1.13e-06,0.0025,0.00045,2.0,1.999,33554432.0,17.050164649266353,34.050145530311944,136.40131719413085,0.0,0.978395072852864,17,1.0724340304690827e-08,1.1431043134280114e-07,1.0024998635699134,1.0004499985420319
large_aws/Uniform_eny_004.csv,25088000,1.75e-07,7e-05,0.0025,2.0,1.999,33554432.0,59.15162741922653,118.15161711272093,1715.3971951575693,0.0,0.9969485018212916,59,9.602258410623675e-08,3.6390751412263e-08,1.000069973311914,1.0024999406729636
large_aws/Uniform_eny_005.csv,8960000,1.95e-07,0.00013000000000000002,0.0015,2.0,1.997,33554432.0,21.034219678913466,42.03421559318471,210.34219678913468,0.0,0.9867326674007234,21,1.7885356640157113e-07,4.1797201477677965e-08,1.0001299216181079,1.0014996129938365
large_aws/Uniform_eny_006.csv,16128000,3.38e-08,4.5e-05,0.00075,2.0,1.998,33554432.0,38.03019658282484,76.0301953075748,703.5586367822592,0.0,0.9790403231194144,38,2.195531002557871e-07,1.0718358645078752e-07,1.0000449735616137,1.0007499665323043
large_aws/Diagonal_001.csv,21504000,1.5e-06,0.001,0.0015,1.915,1.215,33554432.0,53.132566751505344,106.13248726574614,1381.4467355391391,0.0,0.9854534234640732,53,5.692284421598969e-09,5.692284421598969e-09,1.0009999488203802,1.0014998222952478
large_aws/Diagonal_002.csv,16128000,1e-09,5e-05,2e-05,1.84,1.202,33554432.0,38.002646792477385,76.002646754897,703.0489656608316,0.0,0.9758612097878204,38,5.397166447096424e-08,5.397166447096424e-08,1.0000498420947992,1.0000199172931876
large_aws/Diagonal_003.csv,10752000,2.1e-07,0.0007,0.0003,1.824,1.204,33554432.0,25.0249859642797,50.024980725467614,300.29983157135644,0.0,0.9981441044807434,25,1.4613920816790998e-07,2.022645851917915e-07,1.0006999160240926,1.0002996613984052
large_aws/Diagonal_enx_001.csv,17920000,1.6e-08,0.0008,2e-05,1.7919999999999998,1.289,33554432.0,42.03443636342249,84.03443569468917,861.7059454501607,0.0,0.9951876259985424,42,3.2432872863058515e-09,9.491112103611043e-08,1.0007999978235036,1.0000199978235036
large_aws/Diagonal_enx_002.csv,19712000,1.4e-07,0.002,7e-05,1.901,1.273,33554432.0,48.0993611634989,96.09935444924378,1130.3349873422244,0.0,0.9805450315276779,48,5.25965139219764e-08,5.25965139219764e-08,1.0019999947761369,1.0000699947761371
large_aws/Diagonal_enx_003.csv,12544000,1.2e-06,0.002,0.0006,1.91,1.239,33554432.0,30.07802006568347,60.077984090554466,436.13129095241027,0.0,0.9969471255938211,30,1.3179052653529422e-07,3.313398634352538e-07,1.0019999664077697,1.0005999664077696
large_aws/Diagonal_eny_001.csv,25088000,4.8e-08,6e-05,0.0008,1.872,1.17,33554432.0,59.0507334263678,118.05073059982763,1712.4712693646661,0.0,0.9998508353354568,59,2.8640573912497306e-08,2.8640573912497306e-08,1.0000599164985071,1.0007999814576851
large_aws/Diagonal_eny_002.csv,8960000,1.05e-07,3e-05,0.0035,1.893,1.2919999999999998,33554432.0,22.077654320825214,44.07765202462248,231.81537036866482,0.0,0.9647061662240459,22,1.685191741707115e-07,1.685191741707115e-07,1.0000299909094852,1.0034999836117031
large_aws/Diagonal_eny_003.csv,14336000,4e-07,0.0001,0.004,1.813,1.273,33554432.0,35.143507253854196,70.14349326854287,597.4396233155212,0.0,0.9992284732205527,35,4.376259032934371e-08,4.376259032934371e-08,1.000099941082337,1.003999954115497
large_aws/Diagonal_004.csv,16128000,1.6300000000000002e-07,0.00025,0.00065,1.888,1.226,33554432.0,38.034188264719035,76.03418209865714,703.6324828973021,0.0,0.9892054208015141,38,1.2391445491921615e-07,7.53537811488958e-09,1.0002498301809315,1.0006498301809317
large_aws/Diagonal_005.csv,10752000,2.5e-06,0.0025,0.001,1.849,1.28,33554432.0,26.09105380065955,52.09098882181339,326.13817250824434,0.0,0.9877965690997932,26,1.5215717685812535e-08,1.5215717685812535e-08,1.0024998411011752,1.000999759400006
large_aws/Diagonal_006.csv,17920000,3.15e-09,9e-05,3.5e-05,1.779,1.242,33554432.0,42.00524726554656,84.00524713342567,861.1075689437047,0.0,0.982102890099798,42,9.40531330595462e-09,9.40531330595462e-09,1.0000899752794283,1.0000349752794284
large_aws/Diagonal_enx_004.csv,19712000,3.15e-08,0.0007,4.5e-05,1.7819999999999998,1.206,33554432.0,46.03426560584187,92.03426415901743,1035.7709761314422,0.0,0.9988321111254068,46,5.4286733663921893e-08,5.4286733663921893e-08,1.000699990797793,1.0000449907977929
large_aws/Diagonal_enx_005.csv,12544000,6.65e-08,0.00095,7e-05,1.873,1.204,33554432.0,30.030588373510824,60.0305863854527,435.44353141590693,0.0,0.9730650226275126,30,1.129307801717161e-07,1.129307801717161e-07,1.0009498860216586,1.0000698860216586
large_aws/Diagonal_enx_006.csv,25088000,1.13e-06,0.0025,0.00045,1.908,1.133,33554432.0,63.185917230612354,126.18584636097984,1958.763434148983,0.0,0.9871845425121368,63,7.085672160123125e-09,7.085672160123125e-09,1.00249997820456,1.0004499782045602
large_aws/Diagonal_eny_004.csv,8960000,1.75e-07,7e-05,0.0025,1.796,1.27,33554432.0,22.056539521329324,44.05653568095316,231.59366497395783,0.0,0.9635268016295,22,4.798168862230058e-09,4.798168862230058e-09,1.000069830432342,1.0024999828436851
large_aws/Diagonal_eny_005.csv,14336000,1.95e-07,0.00013000000000000002,0.0015,1.802,1.232,33554432.0,34.05541600219308,68.05540938130311,561.9143640361858,0.0,0.9925596643896664,34,7.641372212069397e-08,5.680805426197186e-08,1.0001299104535808,1.0014999104535809
large_aws/Diagonal_eny_006.csv,21504000,3.38e-08,4.5e-05,0.00075,1.877,1.203,33554432.0,51.04053935834016,102.04053764001549,1276.0134839585041,0.0,0.9841311813569537,51,1.3205601945287526e-08,1.3205601945287526e-08,1.000044941048891,1.000749941048891
large_aws/Gauss_001.csv,16128000,1.6300000000000002e-07,0.00025,0.00065,1.812,1.845,33554432.0,37.36723910663478,75.36483506532868,691.2939234727432,0.0,0.9775661567324088,38,0.00492517986188773,0.15179556058068058,0.9991333745663254,1.1408724991743662
large_aws/Gauss_002.csv,10752000,2.5e-06,0.0025,0.001,1.846,1.846,33554432.0,25.66011964828975,51.65946378241204,320.75149560362183,0.0,0.9853773575562698,26,0.001704671991284934,0.25569166071280763,0.9993583767215396,1.2449404091522476
large_aws/Gauss_003.csv,17920000,3.15e-09,9e-05,3.5e-05,1.867,1.84,33554432.0,41.8380326171032,83.83791282957836,857.6796686506157,0.0,0.9822639794576736,42,0.00022671803443585767,-0.1495763738858569,0.9973636702571668,0.8494274555480398
large_aws/Gauss_enx_001.csv,19712000,3.15e-08,0.0007,4.5e-05,1.794,1.845,33554432.0,45.952948054124526,92.95141880152813,1056.9178052448642,0.0,0.9802380102746032,47,0.001957526076762917,-0.23919625060900496,1.0003888240839176,0.7400622131184813
large_aws/Gauss_enx_002.csv,12544000,6.65e-08,0.00095,7e-05,1.84,1.846,33554432.0,29.192789532937606,59.18745827585125,423.2954482275952,0.0,0.9722900142272314,30,0.011416193020891365,-0.14108367966055066,1.0002585743062329,0.8429892149158159
large_aws/Gauss_enx_003.csv,25088000,1.13e-06,0.0025,0.00045,1.869,1.846,33554432.0,60.71147878087154,121.7111533525774,1821.3443634261466,0.0,0.9977480065627176,61,0.003581827680874117,0.15056460998981885,1.0017344420184442,1.1476768047108947
large_aws/Gauss_eny_001.csv,8960000,1.75e-07,7e-05,0.0025,1.848,1.845,33554432.0,21.847859980309366,43.847597785612976,229.40252979324842,0.0,0.9721489237113432,22,0.00276902347178154,-0.24611996367022715,0.9995867346237456,0.7501349517965805
large_aws/Gauss_eny_002.csv,14336000,1.95e-07,0.00013000000000000002,0.0015,1.82,1.846,33554432.0,34.472851856519235,69.47102260124859,586.0384815608269,0.0,0.9714302940028056,35,0.0018947659027322985,-0.2985202240376812,0.9921376977664996,0.6961232041342261
large_aws/Gauss_eny_003.csv,21504000,3.38e-08,4.5e-05,0.00075,1.853,1.845,33554432.0,49.72362850219079,99.72327784010206,1218.2288983036744,0.0,0.9880270016193392,50,0.0017926549236680356,0.3500432125653833,0.9998280998825588,1.3464733244085338
large_aws/Gauss_004.csv,21504000,1.5e-06,0.001,0.0015,1.883,1.847,33554432.0,51.095895168911845,103.0924043850837,1302.9453268072518,0.0,0.9885991983688794,52,0.0025816602811468137,0.16034607697535933,0.99685944111817,1.1486145343130223
large_aws/Gauss_005.csv,16128000,1e-09,5e-05,2e-05,1.864,1.84,33554432.0,36.34159516041353,73.33905544911175,654.1487128874436,0.0,0.988862115789104,37,0.0007840621479222043,0.26176454505470625,0.995189161514598,1.2494960794478074
large_aws/Gauss_006.csv,10752000,2.1e-07,0.0007,0.0003,1.806,1.844,33554432.0,25.690648091731,51.689807688014604,321.1331011466375,0.0,0.9640385680473768,26,0.0009119581458433834,-0.14756895838288714,0.9967524981758332,0.8446600280492226
large_aws/Gauss_enx_004.csv,17920000,1.6e-08,0.0008,2e-05,1.7990000000000002,1.844,33554432.0,41.85267262880626,83.85254320668757,857.9797888905283,0.0,0.9970546975022272,42,0.002483360932810597,-0.2499381212973953,1.0007187790878591,0.7483155845163071
large_aws/Gauss_enx_005.csv,19712000,1.4e-07,0.002,7e-05,1.835,1.846,33554432.0,47.74156404533885,95.74122531513099,1121.9267550654629,0.0,0.9828427595396836,48,0.0037188227458053173,-0.14955914643627136,1.000565851404602,0.8482026856368277
large_aws/Gauss_enx_006.csv,12544000,1.2e-06,0.002,0.0006,1.857,1.846,33554432.0,29.811660796800385,59.81141813059836,432.26908155360564,0.0,0.985014776388804,30,0.002696118665636349,0.15210959103655772,0.9982152641082612,1.1503043832805449
large_aws/Gauss_eny_004.csv,25088000,4.8e-08,6e-05,0.0008,1.804,1.845,33554432.0,58.71625877771293,117.71618289498971,1702.771504553675,0.0,0.9992621778431584,59,0.003835129629670032,-0.24978081050929798,0.9993088195232578,0.7499350401901607
large_aws/Gauss_eny_005.csv,8960000,1.05e-07,3e-05,0.0035,1.833,1.846,33554432.0,21.611967518247504,43.610573541614684,226.9256589415988,0.0,0.9827375344254754,22,0.005332139628987487,-0.2987097135864175,0.9926123562658264,0.6963088671228655
large_aws/Gauss_eny_006.csv,14336000,4e-07,0.0001,0.004,1.852,1.845,33554432.0,34.662386801323926,69.66252360658446,589.2605756225067,0.0,0.9839674285479956,35,9.018058172827192e-06,0.3506633673406317,0.9899772028406464,1.3510529998891427
large_aws/DiagonalRot_001.csv,10752000,1.6300000000000002e-07,0.00025,0.00065,1.859,1.148,33554432.0,16.76780026740753,46.43550549600765,201.21360320889042,0.0,0.9944647002220154,25,0.4421723900051009,-0.182999805319586,0.9329436256841088,1.1836491788417125
large_aws/DiagonalRot_002.csv,17920000,2.5e-06,0.0025,0.001,1.901,1.37,33554432.0,29.234248696705688,84.26769199998266,657.770595675878,0.0,0.9872157126665116,46,0.44791547669635823,-0.4659998848982504,0.9128220108695141,0.9009999287543036
large_aws/DiagonalRot_003.csv,19712000,3.15e-09,9e-05,3.5e-05,1.823,1.0759999999999998,33554432.0,39.68955890477771,93.25962152207522,912.8598548098872,0.0,0.9893686568483392,47,-0.4999998603778587,-0.09270209688941694,0.8660898187265522,0.5254554904333045
large_aws/DiagonalRot_enx_001.csv,12544000,3.15e-08,0.0007,4.5e-05,1.767,1.234,33554432.0,28.28841138888278,59.850383241665895,410.18196513880025,0.0,0.987035216887792,30,-0.9659999246013204,0.3146688849040176,0.25969924645395365,1.0839824885709402
large_aws/DiagonalRot_enx_002.csv,25088000,6.65e-08,0.00095,7e-05,1.875,1.244,33554432.0,39.19560221739492,110.6564340947571,1156.2702654131501,0.0,0.9992826953530312,60,0.4454128026197015,-0.26599999675828223,0.9236167415088574,1.100069965931847
large_aws/DiagonalRot_enx_003.csv,8960000,1.13e-06,0.0025,0.00045,1.894,1.192,33554432.0,16.52090216181767,42.152273701229284,173.46947269908554,0.0,0.976975828409195,22,0.4082438306911704,-0.18299958342486766,0.9578068847248892,1.1834498035063807
large_aws/DiagonalRot_eny_001.csv,14336000,1.75e-07,7e-05,0.0025,1.745,1.126,33554432.0,21.89607327313438,65.20703254835489,383.1812822798517,0.0,0.9864276697238288,36,-0.4999999691457816,0.5963842877845404,0.8660699362477979,1.0416208420674855
large_aws/DiagonalRot_eny_002.csv,21504000,1.95e-07,0.00013000000000000002,0.0015,1.884,1.21,33554432.0,34.390405096125434,94.89086790065396,859.7601274031357,0.0,0.9931409207044865,51,0.437169746609919,-0.0829998157057599,0.9302752684778821,1.2844999153802767
large_aws/DiagonalRot_eny_003.csv,21504000,3.38e-08,4.5e-05,0.00075,1.779,1.14,33554432.0,49.259516134444674,103.91271125501792,1256.117661428339,0.0,0.9867763742804528,52,-0.9659999897332536,0.3139594705097014,0.2590449302248568,1.0872359208403972
large_aws/DiagonalRot_004.csv,16128000,1.5e-06,0.001,0.0015,1.893,1.204,33554432.0,24.91838311136963,72.92184621231543,485.9084706717077,0.0,0.9806826762855052,40,0.4586738470738165,-0.4659998419853608,0.9142202330959662,0.9014999273003756
large_aws/DiagonalRot_005.csv,10752000,1e-09,5e-05,2e-05,1.823,1.084,33554432.0,19.312581080906533,49.65482864399762,241.4072635113316,0.0,0.9735074593470648,26,-0.4999999766070432,-0.05718733614957972,0.8660495520698928,0.4865642368657008
large_aws/DiagonalRot_006.csv,17920000,2.1e-07,0.0007,0.0003,1.779,1.223,33554432.0,40.54699724783686,85.7857846170982,851.4869422045741,0.0,0.9908968224081882,43,-0.9659999869568672,0.3166255933816933,0.2596999053884561,1.0859439479456303
large_aws/DiagonalRot_enx_004.csv,19712000,1.6e-08,0.0008,2e-05,1.864,1.239,33554432.0,30.408872570001478,86.46386066388573,699.404069110034,0.0,0.9913330521989376,47,0.4495105098000405,-0.2659998936405748,0.9231473515310512,1.100019874498324
large_aws/DiagonalRot_enx_005.csv,12544000,1.4e-07,0.002,7e-05,1.883,1.182,33554432.0,23.004884822367746,57.822294033775094,333.5708299243323,0.0,0.9952269275983174,30,0.4122486093250899,-0.1829999798060569,0.9735884501598316,1.1830699804850378
large_aws/DiagonalRot_enx_006.csv,25088000,1.2e-06,0.002,0.0006,1.891,1.121,33554432.0,38.58096239854967,114.38645628589184,1196.0098343550396,0.0,0.9917665228011115,63,-0.4999999625962316,0.5932197064978836,0.8679999994701509,1.0408777807154987
large_aws/DiagonalRot_eny_004.csv,8960000,4.8e-08,6e-05,0.0008,1.863,1.173,33554432.0,13.837657171161487,38.82692485234129,138.37657171161487,0.0,0.9789541491440364,21,0.44168984947827855,-0.08299996613279766,0.9237912117831152,1.2837998550071894
large_aws/DiagonalRot_eny_005.csv,14336000,1.05e-07,3e-05,0.0035,1.7919999999999998,1.162,33554432.0,34.47699879970261,72.24487884745524,603.3474789947958,0.0,0.9850049838423728,36,-0.9659999600936156,0.3074380916844399,0.25902998365590874,1.089210338142005
large_aws/DiagonalRot_eny_006.csv,16128000,4e-07,0.0001,0.004,1.8,1.186,33554432.0,27.341389543629035,74.75721320584806,533.1570961007661,0.0,0.9831231720745564,40,0.4376065537492504,-0.18299999113669813,0.936537097759488,1.186999794999266
large_aws/Parcel_001.csv,17920000,3.14e-08,9.44e-05,9.44e-05,2.0,1.716,33554432.0,40.99999992341342,81.99999992341344,819.9999984682685,0.0,0.9999250442516512,41,0.0,0.0,0.9999999998544176,0.9999999982776172
large_aws/Parcel_002.csv,19712000,4.58e-08,0.0001833,0.0001832,2.0,1.942,33554432.0,45.99999989141181,91.9999998914118,1034.9999975567655,0.0,0.9943875910147376,46,0.0,0.0,0.9999999999251128,0.9999999977142744
large_aws/Parcel_003.csv,12544000,2.41e-08,0.0001796,0.0001343,1.993,2.0,33554432.0,24.999999855826893,49.99999985582689,299.9999982699227,0.0,0.9941311037540436,25,0.0,0.0,0.9999999961287964,0.9999999981042792
large_aws/Parcel_004.csv,25088000,1.21e-08,5.350000000000001e-05,5.350000000000001e-05,1.998,1.606,33554432.0,57.99999987512718,115.9999998751272,1652.999996441125,0.0,0.9980596704729672,58,0.0,0.0,0.99999999940548,0.9999999984415404
large_aws/Parcel_005.csv,8960000,1.01e-07,0.0004342,0.0002319,2.0,1.994,33554432.0,17.999999773857947,35.99999977385795,152.99999807779258,0.0,0.9779297610123951,18,0.0,0.0,0.9999999888818116,0.9999999985547412
large_aws/Parcel_006.csv,14336000,3.92e-08,0.00017109999999999998,0.0001712,2.0,1.927,33554432.0,33.999999158381854,67.99999915838185,560.9999861133007,0.0,0.974252685027964,34,0.0,0.0,0.9999999997410428,0.9999999755054824
large_aws/Parcel_007.csv,21504000,1.96e-08,0.0001356,0.0001364,2.0,1.982,33554432.0,49.99999921365962,99.99999921365965,1224.9999807346608,0.0,0.9929634356498718,50,0.0,0.0,0.9999999868838688,0.9999999973893235
large_aws/Parcel_008.csv,21504000,3.36e-08,0.0001774,0.0001779,2.0,1.986,33554432.0,49.99999719380758,99.99999719380754,1224.9999312482855,0.0,0.993988248705864,50,0.0,0.0,0.9999999767386528,0.9999999671374978
large_aws/Parcel_009.csv,16128000,5.0199999999999986e-08,0.0001579,0.00015800000000000002,2.0,1.87,33554432.0,37.99999979908437,75.99999979908436,702.9999962830608,0.0,0.9792189801994124,38,0.0,0.0,0.9999999976391576,0.9999999970735888
large_aws/Parcel_010.csv,10752000,5.2300000000000005e-08,0.0001959,0.0001959,2.0,1.948,33554432.0,24.99999901491891,49.9999990149189,299.9999881790268,0.0,0.9927906310558321,25,0.0,0.0,0.9999999900964448,0.999999970500311
large_aws/Parcel_011.csv,17920000,5.04e-08,0.0002319,0.0002171,2.0,1.997,33554432.0,35.99999993273532,71.9999999327353,629.9999988228681,0.0,0.9930499270558356,36,0.0,0.0,0.9999999997997464,0.9999999983317904
large_aws/Parcel_012.csv,19712000,1.53e-08,5.83e-05,5.83e-05,1.996,1.58,33554432.0,45.99999989559818,91.99999989559818,1034.9999976509594,0.0,0.9979586102392364,46,0.0,0.0,0.9999999977639548,0.9999999999664404
large_aws/Parcel_013.csv,12544000,2.41e-08,0.0001795,0.00013419999999999998,1.993,2.0,33554432.0,24.99999234732211,49.99999234732161,299.99990816786527,0.0,0.9941978371143341,25,0.0,0.0,0.9999997918097264,0.9999999020831376
large_aws/Parcel_014.csv,25088000,3.6e-08,0.00016130000000000002,0.00016130000000000002,2.0,1.931,33554432.0,57.99999993455621,115.99999993455624,1652.999998134852,0.0,0.9996173330422106,58,0.0,0.0,0.9999999999224654,0.9999999989491936
large_aws/Parcel_015.csv,8960000,6.28e-08,0.000245,0.000244,2.0,1.986,33554432.0,20.999998303874868,41.99999830387485,209.9999830387487,0.0,0.9842055993420736,21,0.0,0.0,0.9999999833345988,0.9999999358975368
large_aws/Parcel_016.csv,14336000,2.9500000000000006e-08,0.0001674,0.0001655,2.0,1.983,33554432.0,33.99999629049763,67.99999629049756,560.9999387932108,0.0,0.9740304754060858,34,0.0,0.0,0.9999999792911596,0.9999999116058278
large_aws/Parcel_017.csv,16128000,4.48e-08,0.0001525,0.0001525,2.0,1.897,33554432.0,36.999999858588815,73.99999985858881,665.9999974545988,0.0,0.9985787409382898,37,0.0,0.0,0.99999999871984,0.9999999974582359
large_aws/Parcel_018.csv,10752000,7.54e-08,0.00012749999999999998,0.0001276,2.0,1.734,33554432.0,25.99999988653485,51.99999988653485,324.99999858168565,0.0,0.9660423913827308,26,0.0,0.0,0.9999999997093676,0.9999999959265882
large_aws/Combo_001.csv,34048000,2.5e-07,0.00025,0.001,1.8,1.234,33554432.0,135.7930838275864,221.09184919604957,5703.3095207586275,0.0,0.989025400316014,85,0.00492517986188773,-0.4659998848982504,0.9991333745663254,1.1408724991743662
large_aws/Combo_002.csv,32256000,3.33e-08,0.00095,3.5e-05,1.826,1.626,33554432.0,112.20363819284592,188.80918102379485,4207.636432231722,0.0,0.9969097697421124,76,-0.4999998603778587,-0.14108367966055066,1.0002585743062329,0.8429892149158159
large_aws/Combo_003.csv,34048000,2.03e-09,4.5e-05,4.5e-05,1.843,1.486,33554432.0,162.26800663718876,239.8105971190716,6409.586262168958,0.0,0.9887678254395724,80,-0.9659999246013204,0.3146688849040176,0.9998280998825588,1.3464733244085338
large_aws/Combo_004.csv,41216000,3.5e-08,0.001,3.5e-05,1.882,1.168,33554432.0,162.59729032013234,256.92497110990746,7967.267225686485,0.0,0.9997716579172348,99,-0.4999998603778587,-0.09270209688941694,1.0009999488203802,1.0014998222952478
large_aws/Combo_005.csv,23296000,3.15e-08,0.0007,4.5e-05,1.874,1.198,33554432.0,117.25272843457134,167.78751698124722,3165.8236677334253,0.0,0.9920122948559849,55,-0.9659999246013204,2.022645851917915e-07,1.0006999160240926,1.0839824885709402
large_aws/Combo_006.csv,44800000,1.4e-07,0.002,7e-05,1.78,1.297,33554432.0,147.83061855191352,255.7515497259332,7908.9380925273745,0.0,0.9994477938722679,108,5.25965139219764e-08,-0.26599999675828223,1.0019999947761369,1.100069965931847
large_aws/Combo_007.csv,17920000,3.5e-07,0.0001,0.0035,2.0,1.51,33554432.0,44.180409534692316,88.18039194926645,949.878804995885,0.0,0.9865202307701112,44,1.3152462008392264e-08,7.164140380933047e-08,1.00009993291103,1.0039999689116192
large_aws/Combo_008.csv,19712000,1.25e-07,5e-05,0.0025,1.934,1.895,33554432.0,58.57149650337843,105.5709186145619,1347.1444195777035,0.0,0.9870716644094344,47,2.2354560869075613e-08,-0.24611996367022715,1.0000499757002368,1.0000198407407337
large_aws/Combo_009.csv,17920000,4.5e-08,0.0001,0.00045,1.991,1.339,33554432.0,58.7631946556357,101.76162018766212,1234.0270877683495,0.0,0.9928186577419902,43,1.3152462008392264e-08,-0.18299958342486766,1.00009993291103,1.1834498035063807
large_aws/Combo_010.csv,39424000,4.5e-08,4.5e-05,0.001,1.783,1.249,33554432.0,173.6556005689502,269.8088308095048,8248.641027025134,0.0,0.9979510782286524,96,0.0017926549236680356,-0.4659998848982504,0.9998280998825588,1.3464733244085338
large_aws/Combo_011.csv,35840000,8.75e-09,0.00025,3.5e-05,1.837,1.5319999999999998,33554432.0,155.34058467833339,229.54745780466928,6446.634264150836,0.0,0.9961015333731972,84,-0.4999998603778587,-0.09270209688941694,0.9991333745663254,1.1408724991743662
large_aws/Combo_012.csv,25088000,4.28e-08,0.00095,4.5e-05,1.775,1.376,33554432.0,142.11900913554751,188.28815536120356,4121.451264930877,0.0,0.9973725913944892,59,-0.9659999246013204,-0.14108367966055066,1.0002585743062329,1.0839824885709402
large_aws/Combo_013.csv,39424000,7e-08,0.002,3.5e-05,1.875,1.197,33554432.0,155.92763472280902,246.50333494785718,7328.598831972025,0.0,0.9933326454539048,95,-0.4999998603778587,-0.09270209688941694,1.0019999947761369,1.0000699947761371
large_aws/Combo_014.csv,34048000,4.5e-08,0.001,4.5e-05,1.714,1.243,33554432.0,174.83985934231984,250.18055321662925,7081.0143033639515,0.0,0.9978024654272126,82,-0.9659999246013204,5.692284421598969e-09,1.0009999488203802,1.0839824885709402
large_aws/Combo_015.csv,35840000,4.9e-08,0.0007,7e-05,1.806,1.155,33554432.0,117.5642271687172,203.5421970014512,4996.479654670481,0.0,0.9925523244364316,86,1.4613920816790998e-07,-0.26599999675828223,1.0006999160240926,1.100069965931847
large_aws/Combo_016.csv,19712000,1.75e-07,5e-05,0.0035,2.0,1.31,33554432.0,47.16685287383732,94.16684465666937,1084.8376160982584,0.0,0.9913408743574263,47,2.2354560869075613e-08,5.064526564790839e-08,1.0000499757002368,1.0034999836117031
large_aws/Combo_017.csv,17920000,2.5e-07,0.0001,0.0025,1.946,1.933,33554432.0,53.76052830333872,96.75945365063782,1128.9710943701132,0.0,0.9940212154111197,43,1.3152462008392264e-08,-0.24611996367022715,1.00009993291103,1.0039999689116192
