dataset_name, cardinality, AVG area, AVG x, AVG y,E0,E2
small/gaussian_024.csv,17149,1.18E-06,0.00103,0.00115,1.621,1.667
small/gaussian_025.csv,21817,3.67E-06,0.0019,0.00193,1.659,1.6915
small/gaussian_026.csv,16339,1.69E-06,0.00148,0.00114,1.607,1.654
small/gaussian_027.csv,22594,1.39E-06,0.00133,0.00104,1.666,1.683
small/gaussian_028.csv,28662,2.82E-06,0.00193,0.00146,1.7,1.6895
small/gaussian_029.csv,10299,2.89E-06,0.00164,0.00176,1.616,1.636
small/gaussian_030.csv,14962,3.33E-06,0.00178,0.00187,1.654,1.656
small/gaussian_031.csv,15156,3.93E-06,0.00198,0.00199,1.649,1.6755
small/gaussian_032.csv,22795,3.07E-06,0.00193,0.00159,1.644,1.674
small/gaussian_033.csv,14036,1.49E-06,0.00146,0.00102,1.62,1.5725
small/gaussian_034.csv,11356,3.22E-06,0.00182,0.00177,1.625,1.683
small/gaussian_035.csv,11611,1.18E-06,0.00112,0.00106,1.574,1.629
small/gaussian_036.csv,14275,1.96E-06,0.00175,0.00112,1.634,1.599
small/gaussian_037.csv,14930,2.24E-06,0.00127,0.00177,1.625,1.6035
small/gaussian_038.csv,28690,2.36E-06,0.0018,0.00131,1.688,1.692
small/gaussian_039.csv,11655,2.66E-06,0.00137,0.00193,1.618,1.607
small/gaussian_040.csv,23763,2.62E-06,0.00132,0.00198,1.7,1.6815
small/uniform_001.csv,21804,2.61E-06,0.0019,0.00138,2,1.987
small/uniform_002.csv,13051,2.17E-06,0.00131,0.00165,1.995,1.976
small/uniform_003.csv,27093,2.51E-06,0.00128,0.00196,2,1.968
small/uniform_004.csv,23969,2.35E-06,0.00197,0.00119,2,1.966
small/uniform_005.csv,16828,1.59E-06,0.00158,0.001,1.998,1.951
small/uniform_006.csv,13481,3.16E-06,0.00164,0.00192,1.996,1.978
small/uniform_007.csv,13664,1.50E-06,0.00146,0.00103,1.995,1.939
small/uniform_008.csv,25367,1.69E-06,0.00143,0.00118,2,1.965
small/uniform_009.csv,23224,1.75E-06,0.00172,0.00101,2,1.964
small/uniform_010.csv,14023,1.25E-06,0.00108,0.00115,1.996,1.942
small/uniform_011.csv,22444,2.79E-06,0.00193,0.00144,2,1.986
small/uniform_012.csv,10738,2.45E-06,0.00136,0.0018,1.991,1.972
small/uniform_013.csv,16946,1.33E-06,0.00111,0.0012,1.999,1.952
small/uniform_014.csv,21250,1.75E-06,0.00164,0.00107,2,1.959
small/uniform_015.csv,14686,2.15E-06,0.00109,0.00197,1.997,1.979
small/uniform_016.csv,13916,1.86E-06,0.00183,0.00101,1.996,1.941
small/uniform_017.csv,20976,1.63E-06,0.00113,0.00144,2,1.958
small/uniform_018.csv,29974,2.45E-06,0.00182,0.00134,2,1.969
small/uniform_019.csv,12982,2.56E-06,0.00185,0.00139,1.995,1.974
small/uniform_020.csv,25171,2.00E-06,0.00117,0.00171,2,1.967
small/uniform_021.csv,22147,3.19E-06,0.00194,0.00165,2,1.986
small/uniform_022.csv,14597,1.74E-06,0.0013,0.00133,1.998,1.944
small/uniform_023.csv,11029,2.94E-06,0.00155,0.00189,1.993,1.972
small/uniform_024.csv,15463,2.27E-06,0.00189,0.0012,1.998,1.98
small/uniform_025.csv,24879,3.42E-06,0.00185,0.00185,2,1.987
small/uniform_026.csv,20096,1.96E-06,0.00177,0.00111,1.999,1.958
small/uniform_027.csv,17051,1.99E-06,0.00187,0.00107,1.998,1.948
small/uniform_028.csv,14418,1.74E-06,0.00111,0.00157,1.996,1.94
small/uniform_029.csv,11773,2.74E-06,0.00199,0.00138,1.994,1.975
small/uniform_030.csv,24050,1.66E-06,0.00151,0.0011,2,1.963
small/uniform_031.csv,24419,2.36E-06,0.00124,0.0019,2,1.966
small/uniform_032.csv,20337,2.87E-06,0.00159,0.0018,2,1.983
small/uniform_033.csv,17160,1.69E-06,0.00142,0.00119,1.999,1.952
small/uniform_034.csv,20463,2.17E-06,0.0018,0.00121,1.999,1.958
small/uniform_035.csv,12074,1.74E-06,0.00106,0.00164,1.993,1.976
small/uniform_036.csv,14341,3.16E-06,0.0019,0.00166,1.998,1.977
small/uniform_037.csv,13368,1.99E-06,0.00137,0.00145,1.995,1.978
small/uniform_038.csv,14695,3.71E-06,0.00194,0.00191,1.998,1.98
small/uniform_039.csv,23282,3.66E-06,0.00185,0.00197,2,1.987
small/uniform_040.csv,18799,2.99E-06,0.00194,0.00154,1.999,1.983
