dataset_name, cardinality, AVG area, AVG x, AVG y,E0,E2
large_aws/DiagonalRot_eny_002.csv,21504000,1.95e-07,0.00013000000000000002,0.0015,1.8840000000000001,1.21
large_aws/DiagonalRot_eny_003.csv,21504000,3.38e-08,4.5e-05,0.00075,1.7790000000000001,1.14
large_aws/DiagonalRot_004.csv,16128000,1.5e-06,0.001,0.0015,1.893,1.204
large_aws/DiagonalRot_005.csv,10752000,1e-09,5e-05,2e-05,1.8230000000000002,1.084
large_aws/DiagonalRot_006.csv,17920000,2.1e-07,0.0007,0.0003,1.7790000000000001,1.2229999999999999
large_aws/DiagonalRot_enx_004.csv,19712000,1.6e-08,0.0008,2e-05,1.864,1.239
large_aws/DiagonalRot_enx_005.csv,12544000,1.4e-07,0.002,7e-05,1.883,1.182
large_aws/DiagonalRot_enx_006.csv,25088000,1.2e-06,0.002,0.0006,1.891,1.121
large_aws/DiagonalRot_eny_004.csv,8960000,4.8e-08,5.9999999999999995e-05,0.0008,1.8630000000000002,1.173
large_aws/DiagonalRot_eny_005.csv,14336000,1.05e-07,2.9999999999999997e-05,0.0035,1.7919999999999998,1.162
large_aws/DiagonalRot_eny_006.csv,16128000,4e-07,0.0001,0.004,1.8,1.186
large_aws/Parcel_001.csv,17920000,3.14e-08,9.44e-05,9.44e-05,2.0,1.716
large_aws/Parcel_002.csv,19712000,4.58e-08,0.0001833,0.00018319999999999998,2.0,1.942
large_aws/Parcel_003.csv,12544000,2.41e-08,0.0001796,0.0001343,1.993,2.0
large_aws/Parcel_004.csv,25088000,1.2099999999999999e-08,5.3500000000000006e-05,5.3500000000000006e-05,1.9980000000000002,1.6059999999999999
large_aws/Parcel_005.csv,8960000,1.0099999999999999e-07,0.0004342,0.0002319,2.0,1.994
large_aws/Parcel_006.csv,14336000,3.92e-08,0.00017109999999999998,0.0001712,2.0,1.9269999999999998
large_aws/Parcel_007.csv,21504000,1.96e-08,0.0001356,0.0001364,2.0,1.982
large_aws/Parcel_008.csv,21504000,3.3599999999999996e-08,0.0001774,0.00017790000000000001,2.0,1.986
large_aws/Parcel_009.csv,16128000,5.019999999999999e-08,0.0001579,0.00015800000000000002,2.0,1.87
large_aws/Parcel_010.csv,10752000,5.2300000000000005e-08,0.00019590000000000002,0.00019590000000000002,2.0,1.9480000000000002
large_aws/Parcel_011.csv,17920000,5.04e-08,0.0002319,0.0002171,2.0,1.9969999999999999
large_aws/Parcel_012.csv,19712000,1.53e-08,5.8299999999999994e-05,5.8299999999999994e-05,1.996,1.58
large_aws/Parcel_013.csv,12544000,2.41e-08,0.0001795,0.00013419999999999998,1.993,2.0
large_aws/Parcel_014.csv,25088000,3.6e-08,0.00016130000000000002,0.00016130000000000002,2.0,1.931
large_aws/Parcel_015.csv,8960000,6.28e-08,0.000245,0.000244,2.0,1.986
large_aws/Parcel_016.csv,14336000,2.9500000000000003e-08,0.0001674,0.0001655,2.0,1.983
large_aws/Parcel_017.csv,16128000,4.4800000000000004e-08,0.0001525,0.0001525,2.0,1.8969999999999998
large_aws/Parcel_018.csv,10752000,7.54e-08,0.00012749999999999998,0.0001276,2.0,1.734
large_aws/Combo_001.csv,34048000,2.5e-07,0.00025,0.001,1.8,1.234
large_aws/Combo_002.csv,32256000,3.33e-08,0.00095,3.5e-05,1.8259999999999998,1.626
large_aws/Combo_003.csv,34048000,2.0300000000000002e-09,4.5e-05,4.5e-05,1.8430000000000002,1.486
large_aws/Combo_004.csv,41216000,3.5e-08,0.001,3.5e-05,1.882,1.168
large_aws/Combo_005.csv,23296000,3.15e-08,0.0007,4.5e-05,1.874,1.198
large_aws/Combo_006.csv,44800000,1.4e-07,0.002,7e-05,1.78,1.297
large_aws/Combo_007.csv,17920000,3.5e-07,0.0001,0.0035,2.0,1.51
large_aws/Combo_008.csv,19712000,1.25e-07,5e-05,0.0025,1.9340000000000002,1.895
large_aws/Combo_009.csv,17920000,4.5e-08,0.0001,0.00045,1.9909999999999999,1.339
large_aws/Combo_010.csv,39424000,4.5e-08,4.5e-05,0.001,1.7830000000000001,1.249
large_aws/Combo_011.csv,35840000,8.75e-09,0.00025,3.5e-05,1.837,1.5319999999999998
large_aws/Combo_012.csv,25088000,4.28e-08,0.00095,4.5e-05,1.775,1.376
large_aws/Combo_013.csv,39424000,7e-08,0.002,3.5e-05,1.875,1.197
large_aws/Combo_014.csv,34048000,4.5e-08,0.001,4.5e-05,1.714,1.2429999999999999
large_aws/Combo_015.csv,35840000,4.9e-08,0.0007,7e-05,1.806,1.155
large_aws/Combo_016.csv,19712000,1.75e-07,5e-05,0.0035,2.0,1.31
large_aws/Combo_017.csv,17920000,2.5e-07,0.0001,0.0025,1.946,1.933
large_aws/Combo_018.csv,19712000,2.25e-08,5e-05,0.00045,1.9369999999999998,1.19
small/bit_001.csv,24611,1.75e-06,0.00107,0.0016300000000000002,1.999,1.9369999999999998
small/bit_002.csv,25159,2.02e-06,0.0010199999999999999,0.00199,1.6225,1.936
small/bit_003.csv,27855,2.2e-06,0.0015300000000000001,0.00144,1.999,1.814
small/bit_004.csv,23671,2.19e-06,0.00116,0.0018800000000000002,0.81,0.785
small/bit_005.csv,26711,1.94e-06,0.00119,0.00164,1.626,1.868
small/bit_006.csv,19430,2.28e-06,0.0013,0.00175,1.993,1.694
small/bit_007.csv,11624,1.69e-06,0.0015400000000000001,0.0011,0.778,0.8295
small/bit_008.csv,29516,2.62e-06,0.00134,0.00195,2.0,1.969
small/bit_009.csv,18835,1.66e-06,0.0013800000000000002,0.00121,0.7455,0.7995
small/bit_010.csv,16910,3.27e-06,0.0018399999999999998,0.0017800000000000001,0.895,0.9355
small/bit_011.csv,29181,2.1e-06,0.0019199999999999998,0.00109,1.6445,1.89
small/bit_012.csv,10242,1.06e-06,0.00101,0.00105,2.0,1.895
small/bit_013.csv,29815,3.4e-06,0.0019,0.00179,1.828,1.8559999999999999
small/bit_014.csv,19613,1.68e-06,0.00158,0.00106,1.9369999999999998,1.9580000000000002
small/bit_015.csv,12046,2.04e-06,0.0019,0.00107,2.0,1.972
small/bit_016.csv,25784,1.36e-06,0.00131,0.0010400000000000001,1.994,1.66
small/bit_017.csv,14416,1.66e-06,0.0012900000000000001,0.0012900000000000001,0.469,0.809
small/bit_018.csv,28074,1.67e-06,0.00116,0.00143,1.966,1.868
small/bit_019.csv,16297,1.61e-06,0.00147,0.0011,1.9969999999999999,1.9480000000000002
small/bit_020.csv,11406,1.49e-06,0.00115,0.0012900000000000001,1.814,1.6059999999999999
small/bit_021.csv,22107,1.11e-06,0.00105,0.00106,2.0,1.956
small/bit_022.csv,27475,1.18e-06,0.00107,0.0011099999999999999,1.59,1.7819999999999998
small/bit_023.csv,13135,1.42e-06,0.00116,0.00123,1.5245,1.5190000000000001
small/bit_024.csv,10364,2.66e-06,0.0018899999999999998,0.0014,1.9869999999999999,1.949
small/bit_025.csv,23610,1.69e-06,0.0015199999999999999,0.0011099999999999999,0.7755,0.222
small/bit_026.csv,23304,2.54e-06,0.00182,0.00139,1.935,1.695
small/bit_027.csv,29799,1.76e-06,0.00114,0.0015400000000000001,1.1440000000000001,0.8525
small/bit_028.csv,26949,2.27e-06,0.00143,0.00159,1.848,1.796
small/bit_029.csv,10785,1.2e-06,0.0010199999999999999,0.00118,1.9969999999999999,1.649
small/bit_030.csv,24920,1.85e-06,0.0015,0.00124,1.9809999999999999,1.979
small/bit_031.csv,11567,2.66e-06,0.0019100000000000002,0.00139,0.81,0.737
small/bit_032.csv,19847,1.87e-06,0.00186,0.001,1.88,1.757
small/bit_033.csv,22190,2.21e-06,0.00155,0.0014199999999999998,0.8079999999999999,0.85
small/bit_034.csv,11842,1.91e-06,0.00156,0.00123,1.83,1.7719999999999998
small/bit_035.csv,20279,2.93e-06,0.00165,0.0017800000000000001,1.954,1.6019999999999999
small/bit_036.csv,20478,2.11e-06,0.00119,0.0017699999999999999,1.7180000000000002,1.5190000000000001
small/bit_037.csv,23123,1.5e-06,0.001,0.00149,0.7555,0.7985
small/bit_038.csv,26438,3.08e-06,0.0017100000000000001,0.0018,1.788,1.7
small/bit_039.csv,28786,2.55e-06,0.00168,0.00151,0.81,0.8009999999999999
small/bit_040.csv,17028,2.87e-06,0.0017399999999999998,0.00164,0.81,0.799
small/diagonal_001.csv,24426,2.91e-06,0.00147,0.00198,1.733,1.656
small/diagonal_002.csv,12867,1.71e-06,0.00115,0.00149,1.6540000000000001,1.483
small/diagonal_003.csv,18426,1.66e-06,0.00159,0.0010400000000000001,1.7830000000000001,1.482
small/diagonal_004.csv,28371,3.15e-06,0.0016,0.00198,1.7409999999999999,1.564
small/diagonal_005.csv,13541,1.98e-06,0.00133,0.00149,1.723,1.714
small/diagonal_006.csv,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5
small/diagonal_007.csv,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998
small/diagonal_008.csv,28148,3.12e-06,0.0017800000000000001,0.00175,1.7280000000000002,1.4769999999999999
small/diagonal_009.csv,10319,1.41e-06,0.0011,0.00128,1.641,1.56
small/diagonal_010.csv,26361,1.63e-06,0.0010400000000000001,0.00157,1.6840000000000002,1.5130000000000001
small/diagonal_011.csv,27283,3.54e-06,0.0017699999999999999,0.002,1.788,1.646
small/diagonal_012.csv,25424,2.23e-06,0.00159,0.00141,1.669,1.599
small/diagonal_013.csv,17798,3.09e-06,0.00157,0.00197,1.652,1.5
small/diagonal_014.csv,18443,2.48e-06,0.00159,0.00156,1.636,1.574
small/diagonal_015.csv,18106,2.4e-06,0.00196,0.00122,1.756,1.62
small/diagonal_016.csv,13783,1.73e-06,0.00132,0.00132,1.6580000000000001,1.48
small/diagonal_017.csv,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002
small/diagonal_018.csv,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579
small/diagonal_019.csv,23197,2.03e-06,0.00107,0.0019,1.719,1.5390000000000001
small/diagonal_020.csv,22904,2.76e-06,0.00147,0.0018800000000000002,1.7480000000000002,1.722
small/diagonal_021.csv,29223,2.35e-06,0.0012699999999999999,0.00186,1.621,1.537
small/diagonal_022.csv,18890,2.54e-06,0.00141,0.0018,1.696,1.646
small/diagonal_023.csv,24132,2.5e-06,0.00165,0.0015199999999999999,1.6030000000000002,1.5530000000000002
small/diagonal_024.csv,22132,1.58e-06,0.00131,0.00121,1.781,1.732
small/diagonal_025.csv,16727,2.05e-06,0.00159,0.0012900000000000001,1.6669999999999998,1.51
small/diagonal_026.csv,11812,2.6e-06,0.00193,0.00135,1.53,1.499
small/diagonal_027.csv,24151,1.87e-06,0.00158,0.00118,1.758,1.556
small/diagonal_028.csv,22942,2.01e-06,0.0017,0.00118,1.6269999999999998,1.614
small/diagonal_029.csv,28304,2.27e-06,0.00114,0.002,1.764,1.525
small/diagonal_030.csv,19498,2.48e-06,0.0016699999999999998,0.00149,1.641,1.5390000000000001
small/diagonal_031.csv,12759,1.84e-06,0.0011300000000000001,0.0016300000000000002,1.6340000000000001,1.57
small/diagonal_032.csv,24111,2.08e-06,0.0019100000000000002,0.00109,1.75,1.655
small/diagonal_033.csv,26184,2.1e-06,0.00135,0.00156,1.651,1.652
small/diagonal_034.csv,17809,2.73e-06,0.00155,0.00176,1.7619999999999998,1.483
small/diagonal_035.csv,24541,2.52e-06,0.00128,0.00198,1.641,1.5619999999999998
small/diagonal_036.csv,29608,3.73e-06,0.00199,0.00187,1.704,1.719
small/diagonal_037.csv,10343,1.49e-06,0.00132,0.00112,1.713,1.706
small/diagonal_038.csv,29664,2.22e-06,0.00124,0.0018,1.6480000000000001,1.507
small/diagonal_039.csv,21870,3.28e-06,0.00185,0.0017800000000000001,1.78,1.702
small/diagonal_040.csv,20513,3.55e-06,0.00193,0.0018399999999999998,1.76,1.604
small/gaussian_001.csv,28129,1.71e-06,0.00114,0.00149,1.6769999999999998,1.679
small/gaussian_002.csv,22201,2.54e-06,0.00147,0.00173,1.6880000000000002,1.6745
small/gaussian_003.csv,27624,1.77e-06,0.0015,0.00118,1.673,1.689
small/gaussian_004.csv,17754,1.6e-06,0.00158,0.00101,1.704,1.651
small/gaussian_005.csv,15626,3.29e-06,0.00165,0.002,1.666,1.673
small/gaussian_006.csv,26379,2.3e-06,0.00119,0.00193,1.6880000000000002,1.6645
small/gaussian_007.csv,19179,1.78e-06,0.00128,0.0013800000000000002,1.646,1.676
small/gaussian_008.csv,29526,3.15e-06,0.00159,0.00198,1.699,1.6880000000000002
small/gaussian_009.csv,26629,2.15e-06,0.00118,0.00183,1.695,1.671
small/gaussian_010.csv,29713,1.88e-06,0.00179,0.00105,1.6680000000000001,1.6569999999999998
small/gaussian_011.csv,20831,2.1e-06,0.00162,0.0013,1.645,1.675
small/gaussian_012.csv,24958,2.94e-06,0.00179,0.00164,1.6869999999999998,1.6895
small/gaussian_013.csv,14449,2.1e-06,0.0017699999999999999,0.00119,1.639,1.615
small/gaussian_014.csv,17513,2.71e-06,0.00141,0.0019199999999999998,1.6540000000000001,1.651
small/gaussian_015.csv,25197,3.56e-06,0.00197,0.0018100000000000002,1.712,1.7055
small/gaussian_016.csv,13147,2.68e-06,0.00185,0.00145,1.65,1.6415
small/gaussian_017.csv,11902,1.78e-06,0.00112,0.00158,1.594,1.675
small/gaussian_018.csv,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653
small/gaussian_019.csv,17953,2.67e-06,0.00155,0.00172,1.659,1.6515
small/gaussian_020.csv,15495,2.14e-06,0.00176,0.00121,1.619,1.625
small/gaussian_021.csv,25562,1.56e-06,0.00124,0.00126,1.66,1.666
small/gaussian_022.csv,19242,2.55e-06,0.00159,0.0016,1.643,1.652
small/gaussian_023.csv,21992,2.74e-06,0.00165,0.0016600000000000002,1.6669999999999998,1.6840000000000002
small/gaussian_024.csv,17149,1.18e-06,0.00103,0.00115,1.621,1.6669999999999998
small/gaussian_025.csv,21817,3.67e-06,0.0019,0.00193,1.659,1.6915
small/gaussian_026.csv,16339,1.69e-06,0.00148,0.00114,1.607,1.6540000000000001
small/gaussian_027.csv,22594,1.39e-06,0.00133,0.0010400000000000001,1.666,1.683
small/gaussian_028.csv,28662,2.82e-06,0.00193,0.00146,1.7,1.6895
small/gaussian_029.csv,10299,2.89e-06,0.00164,0.00176,1.6159999999999999,1.636
small/gaussian_030.csv,14962,3.33e-06,0.0017800000000000001,0.00187,1.6540000000000001,1.656
small/gaussian_031.csv,15156,3.93e-06,0.00198,0.00199,1.649,1.6755
small/gaussian_032.csv,22795,3.07e-06,0.00193,0.00159,1.6440000000000001,1.6740000000000002
small/gaussian_033.csv,14036,1.49e-06,0.00146,0.0010199999999999999,1.62,1.5725
small/gaussian_034.csv,11356,3.22e-06,0.00182,0.0017699999999999999,1.625,1.683
small/gaussian_035.csv,11611,1.18e-06,0.00112,0.00106,1.574,1.629
small/gaussian_036.csv,14275,1.96e-06,0.00175,0.00112,1.6340000000000001,1.599
small/gaussian_037.csv,14930,2.24e-06,0.0012699999999999999,0.0017699999999999999,1.625,1.6035
small/gaussian_038.csv,28690,2.36e-06,0.0018,0.00131,1.6880000000000002,1.692
small/gaussian_039.csv,11655,2.66e-06,0.00137,0.00193,1.618,1.607
small/gaussian_040.csv,23763,2.62e-06,0.00132,0.00198,1.7,1.6815
small/uniform_001.csv,21804,2.61e-06,0.0019,0.0013800000000000002,2.0,1.9869999999999999
small/uniform_002.csv,13051,2.17e-06,0.00131,0.00165,1.995,1.976
small/uniform_003.csv,27093,2.51e-06,0.00128,0.00196,2.0,1.9680000000000002
small/uniform_004.csv,23969,2.35e-06,0.00197,0.00119,2.0,1.966
small/uniform_005.csv,16828,1.59e-06,0.00158,0.001,1.9980000000000002,1.9509999999999998
small/uniform_006.csv,13481,3.16e-06,0.00164,0.0019199999999999998,1.996,1.9780000000000002
small/uniform_007.csv,13664,1.5e-06,0.00146,0.00103,1.995,1.939
small/uniform_008.csv,25367,1.69e-06,0.00143,0.00118,2.0,1.965
small/uniform_009.csv,23224,1.75e-06,0.00172,0.00101,2.0,1.964
small/uniform_010.csv,14023,1.25e-06,0.00108,0.00115,1.996,1.942
small/uniform_011.csv,22444,2.79e-06,0.00193,0.00144,2.0,1.986
small/uniform_012.csv,10738,2.45e-06,0.0013599999999999999,0.0018,1.9909999999999999,1.972
small/uniform_013.csv,16946,1.33e-06,0.0011099999999999999,0.0012,1.999,1.952
small/uniform_014.csv,21250,1.75e-06,0.00164,0.00107,2.0,1.959
small/uniform_015.csv,14686,2.15e-06,0.00109,0.00197,1.9969999999999999,1.979
small/uniform_016.csv,13916,1.86e-06,0.00183,0.00101,1.996,1.9409999999999998
small/uniform_017.csv,20976,1.63e-06,0.0011300000000000001,0.00144,2.0,1.9580000000000002
small/uniform_018.csv,29974,2.45e-06,0.00182,0.00134,2.0,1.969
small/uniform_019.csv,12982,2.56e-06,0.00185,0.00139,1.995,1.974
small/uniform_020.csv,25171,2e-06,0.00117,0.0017100000000000001,2.0,1.9669999999999999
small/uniform_021.csv,22147,3.19e-06,0.0019399999999999999,0.00165,2.0,1.986
small/uniform_022.csv,14597,1.74e-06,0.0013,0.00133,1.9980000000000002,1.944
small/uniform_023.csv,11029,2.94e-06,0.00155,0.0018899999999999998,1.993,1.972
small/uniform_024.csv,15463,2.27e-06,0.0018899999999999998,0.0012,1.9980000000000002,1.98
small/uniform_025.csv,24879,3.42e-06,0.00185,0.00185,2.0,1.9869999999999999
small/uniform_026.csv,20096,1.96e-06,0.0017699999999999999,0.0011099999999999999,1.999,1.9580000000000002
small/uniform_027.csv,17051,1.99e-06,0.00187,0.00107,1.9980000000000002,1.9480000000000002
small/uniform_028.csv,14418,1.74e-06,0.0011099999999999999,0.00157,1.996,1.94
small/uniform_029.csv,11773,2.74e-06,0.00199,0.0013800000000000002,1.994,1.975
small/uniform_030.csv,24050,1.66e-06,0.00151,0.0011,2.0,1.963
small/uniform_031.csv,24419,2.36e-06,0.00124,0.0019,2.0,1.966
small/uniform_032.csv,20337,2.87e-06,0.00159,0.0018,2.0,1.983
small/uniform_033.csv,17160,1.69e-06,0.0014199999999999998,0.00119,1.999,1.952
small/uniform_034.csv,20463,2.17e-06,0.0018,0.00121,1.999,1.9580000000000002
small/uniform_035.csv,12074,1.74e-06,0.00106,0.00164,1.993,1.976
small/uniform_036.csv,14341,3.16e-06,0.0019,0.0016600000000000002,1.9980000000000002,1.9769999999999999
small/uniform_037.csv,13368,1.99e-06,0.00137,0.00145,1.995,1.9780000000000002
small/uniform_038.csv,14695,3.71e-06,0.0019399999999999999,0.0019100000000000002,1.9980000000000002,1.98
small/uniform_039.csv,23282,3.66e-06,0.00185,0.00197,2.0,1.9869999999999999
small/uniform_040.csv,18799,2.99e-06,0.0019399999999999999,0.0015400000000000001,1.999,1.983
medium/diagonal_001.csv,273048,2.56e-06,0.0018800000000000002,0.0013599999999999999,1.86,1.7209999999999999
medium/diagonal_002.csv,298887,1.77e-06,0.0014199999999999998,0.00125,1.861,1.682
medium/diagonal_003.csv,258042,3e-06,0.0016600000000000002,0.0018100000000000002,1.815,1.695
medium/diagonal_004.csv,288018,1.88e-06,0.0014199999999999998,0.00133,1.8530000000000002,1.777
medium/diagonal_005.csv,157740,1.98e-06,0.0018399999999999998,0.00107,1.79,1.5230000000000001
medium/diagonal_006.csv,149277,1.93e-06,0.00133,0.00145,1.798,1.557
medium/diagonal_007.csv,191290,2.32e-06,0.00183,0.0012699999999999999,1.815,1.575
medium/diagonal_008.csv,204925,2.05e-06,0.0015,0.00137,1.797,1.5590000000000002
medium/diagonal_009.csv,114043,1.81e-06,0.0017699999999999999,0.0010199999999999999,1.745,1.514
medium/diagonal_010.csv,201765,3.09e-06,0.00183,0.0016899999999999999,1.847,1.7380000000000002
medium/gaussian_001.csv,113566,1.63e-06,0.00159,0.0010199999999999999,1.7269999999999999,1.8090000000000002
medium/gaussian_002.csv,186772,1.64e-06,0.0015,0.00109,1.7590000000000001,1.825
medium/gaussian_003.csv,186644,1.46e-06,0.00114,0.0012699999999999999,1.74,1.841
medium/gaussian_004.csv,190513,3.55e-06,0.0017800000000000001,0.00199,1.768,1.8359999999999999
medium/gaussian_005.csv,262264,2.32e-06,0.00165,0.0014,1.776,1.8519999999999999
medium/gaussian_006.csv,277204,1.51e-06,0.00125,0.00121,1.766,1.8330000000000002
medium/gaussian_007.csv,236709,3.16e-06,0.0019399999999999999,0.00162,1.788,1.848
medium/gaussian_008.csv,289888,3.15e-06,0.00193,0.0016300000000000002,1.7890000000000001,1.8459999999999999
medium/gaussian_009.csv,163175,2.87e-06,0.00193,0.00149,1.77,1.844
medium/gaussian_010.csv,280707,2.2e-06,0.0016,0.00137,1.7790000000000001,1.844
medium/uniform_001.csv,284250,2e-06,0.00118,0.0017,1.996,1.9969999999999999
medium/uniform_002.csv,169166,1.6e-06,0.00151,0.00107,1.999,1.995
medium/uniform_003.csv,168257,1.75e-06,0.00157,0.00112,1.999,1.995
medium/uniform_004.csv,130822,2.38e-06,0.00156,0.0015199999999999999,1.9969999999999999,1.993
medium/uniform_005.csv,262969,1.56e-06,0.00132,0.00117,2.0,1.996
medium/uniform_006.csv,169883,2.62e-06,0.00148,0.0017800000000000001,1.999,1.995
medium/uniform_007.csv,180695,1.55e-06,0.00131,0.00118,1.999,1.995
medium/uniform_008.csv,150379,2.09e-06,0.00124,0.00168,1.9980000000000002,1.994
medium/uniform_009.csv,256600,1.85e-06,0.00116,0.00159,2.0,1.996
medium/uniform_010.csv,125877,2.35e-06,0.00151,0.00155,1.9969999999999999,1.993
