dataset_name, cardinality, AVG area, AVG x, AVG y,E0,E2
large_aws/Gauss_enx_002.csv,12544000,6.65E-08,0.00095,7.00E-05,1.84,1.846
large_aws/Gauss_enx_003.csv,25088000,1.13E-06,0.0025,0.00045,1.869,1.846
large_aws/Gauss_eny_001.csv,8960000,1.75E-07,7.00E-05,0.0025,1.848,1.845
large_aws/Gauss_eny_002.csv,14336000,1.95E-07,0.00013,0.0015,1.82,1.846
large_aws/Gauss_eny_003.csv,21504000,3.38E-08,4.50E-05,0.00075,1.853,1.845
large_aws/Gauss_004.csv,21504000,1.50E-06,0.001,0.0015,1.883,1.847
large_aws/Gauss_005.csv,16128000,1.00E-09,5.00E-05,2.00E-05,1.864,1.84
large_aws/Gauss_006.csv,10752000,2.10E-07,0.0007,0.0003,1.806,1.844
large_aws/Gauss_enx_004.csv,17920000,1.60E-08,0.0008,2.00E-05,1.799,1.844
large_aws/Gauss_enx_005.csv,19712000,1.40E-07,0.002,7.00E-05,1.835,1.846
large_aws/Gauss_enx_006.csv,12544000,1.20E-06,0.002,0.0006,1.857,1.846
large_aws/Gauss_eny_004.csv,25088000,4.80E-08,6.00E-05,0.0008,1.804,1.845
large_aws/Gauss_eny_005.csv,8960000,1.05E-07,3.00E-05,0.0035,1.833,1.846
large_aws/Gauss_eny_006.csv,14336000,4.00E-07,0.0001,0.004,1.852,1.845
large_aws/DiagonalRot_001.csv,10752000,1.63E-07,0.00025,0.00065,1.859,1.148
large_aws/DiagonalRot_002.csv,17920000,2.50E-06,0.0025,0.001,1.901,1.37
large_aws/DiagonalRot_003.csv,19712000,3.15E-09,9.00E-05,3.50E-05,1.823,1.076
large_aws/DiagonalRot_enx_001.csv,12544000,3.15E-08,0.0007,4.50E-05,1.767,1.234
large_aws/DiagonalRot_enx_002.csv,25088000,6.65E-08,0.00095,7.00E-05,1.875,1.244
large_aws/DiagonalRot_enx_003.csv,8960000,1.13E-06,0.0025,0.00045,1.894,1.192
large_aws/DiagonalRot_eny_001.csv,14336000,1.75E-07,7.00E-05,0.0025,1.745,1.126
large_aws/DiagonalRot_eny_002.csv,21504000,1.95E-07,0.00013,0.0015,1.884,1.21
large_aws/DiagonalRot_eny_003.csv,21504000,3.38E-08,4.50E-05,0.00075,1.779,1.14
large_aws/DiagonalRot_004.csv,16128000,1.50E-06,0.001,0.0015,1.893,1.204
large_aws/DiagonalRot_005.csv,10752000,1.00E-09,5.00E-05,2.00E-05,1.823,1.084
large_aws/DiagonalRot_006.csv,17920000,2.10E-07,0.0007,0.0003,1.779,1.223
large_aws/DiagonalRot_enx_004.csv,19712000,1.60E-08,0.0008,2.00E-05,1.864,1.239
large_aws/DiagonalRot_enx_005.csv,12544000,1.40E-07,0.002,7.00E-05,1.883,1.182
large_aws/DiagonalRot_enx_006.csv,25088000,1.20E-06,0.002,0.0006,1.891,1.121
large_aws/DiagonalRot_eny_004.csv,8960000,4.80E-08,6.00E-05,0.0008,1.863,1.173
large_aws/DiagonalRot_eny_005.csv,14336000,1.05E-07,3.00E-05,0.0035,1.792,1.162
large_aws/DiagonalRot_eny_006.csv,16128000,4.00E-07,0.0001,0.004,1.8,1.186
large_aws/Parcel_001.csv,17920000,3.14E-08,9.44E-05,9.44E-05,2,1.716
large_aws/Parcel_002.csv,19712000,4.58E-08,0.0001833,0.0001832,2,1.942
large_aws/Parcel_003.csv,12544000,2.41E-08,0.0001796,0.0001343,1.993,2
large_aws/Parcel_004.csv,25088000,1.21E-08,5.35E-05,5.35E-05,1.998,1.606
large_aws/Parcel_005.csv,8960000,1.01E-07,0.0004342,0.0002319,2,1.994
large_aws/Parcel_006.csv,14336000,3.92E-08,0.0001711,0.0001712,2,1.927
large_aws/Parcel_007.csv,21504000,1.96E-08,0.0001356,0.0001364,2,1.982
large_aws/Parcel_008.csv,21504000,3.36E-08,0.0001774,0.0001779,2,1.986
large_aws/Parcel_009.csv,16128000,5.02E-08,0.0001579,0.000158,2,1.87
large_aws/Parcel_010.csv,10752000,5.23E-08,0.0001959,0.0001959,2,1.948
large_aws/Parcel_011.csv,17920000,5.04E-08,0.0002319,0.0002171,2,1.997
large_aws/Parcel_012.csv,19712000,1.53E-08,5.83E-05,5.83E-05,1.996,1.58
large_aws/Parcel_013.csv,12544000,2.41E-08,0.0001795,0.0001342,1.993,2
large_aws/Parcel_014.csv,25088000,3.60E-08,0.0001613,0.0001613,2,1.931
large_aws/Parcel_015.csv,8960000,6.28E-08,0.000245,0.000244,2,1.986
large_aws/Parcel_016.csv,14336000,2.95E-08,0.0001674,0.0001655,2,1.983
large_aws/Parcel_017.csv,16128000,4.48E-08,0.0001525,0.0001525,2,1.897
large_aws/Parcel_018.csv,10752000,7.54E-08,0.0001275,0.0001276,2,1.734
large_aws/Combo_001.csv,34048000,2.50E-07,0.00025,0.001,1.8,1.234
large_aws/Combo_002.csv,32256000,3.33E-08,0.00095,3.50E-05,1.826,1.626
large_aws/Combo_003.csv,34048000,2.03E-09,4.50E-05,4.50E-05,1.843,1.486
large_aws/Combo_004.csv,41216000,3.50E-08,0.001,3.50E-05,1.882,1.168
large_aws/Combo_005.csv,23296000,3.15E-08,0.0007,4.50E-05,1.874,1.198
large_aws/Combo_006.csv,44800000,1.40E-07,0.002,7.00E-05,1.78,1.297
large_aws/Combo_007.csv,17920000,3.50E-07,0.0001,0.0035,2,1.51
large_aws/Combo_008.csv,19712000,1.25E-07,5.00E-05,0.0025,1.934,1.895
large_aws/Combo_009.csv,17920000,4.50E-08,0.0001,0.00045,1.991,1.339
large_aws/Combo_010.csv,39424000,4.50E-08,4.50E-05,0.001,1.783,1.249
large_aws/Combo_011.csv,35840000,8.75E-09,0.00025,3.50E-05,1.837,1.532
large_aws/Combo_012.csv,25088000,4.28E-08,0.00095,4.50E-05,1.775,1.376
large_aws/Combo_013.csv,39424000,7.00E-08,0.002,3.50E-05,1.875,1.197
large_aws/Combo_014.csv,34048000,4.50E-08,0.001,4.50E-05,1.714,1.243
large_aws/Combo_015.csv,35840000,4.90E-08,0.0007,7.00E-05,1.806,1.155
large_aws/Combo_016.csv,19712000,1.75E-07,5.00E-05,0.0035,2,1.31
large_aws/Combo_017.csv,17920000,2.50E-07,0.0001,0.0025,1.946,1.933
large_aws/Combo_018.csv,19712000,2.25E-08,5.00E-05,0.00045,1.937,1.19
