dataset1,dataset2,bops
real/TIGER2018_EDGES_data_big_09.csv,real/TIGER2018_FACES_data_big_17.csv,12624
real/TIGER2018_EDGES_data_big_14.csv,real/TIGER2018_FACES_data_big_17.csv,12625
real/TIGER2018_EDGES_data_big_15.csv,real/TIGER2018_FACES_data_big_17.csv,12626
real/OSM2015_buildings_data_big_02.csv,real/TIGER2018_FACES_data_big_18.csv,12627
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_18.csv,12628
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_18.csv,12629
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_18.csv,12630
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_18.csv,12631
real/TIGER2018_EDGES_data_big_09.csv,real/TIGER2018_FACES_data_big_18.csv,12632
real/TIGER2018_EDGES_data_big_10.csv,real/TIGER2018_FACES_data_big_18.csv,12633
real/TIGER2018_EDGES_data_big_15.csv,real/TIGER2018_FACES_data_big_18.csv,12634
real/TIGER2018_EDGES_data_big_16.csv,real/TIGER2018_FACES_data_big_18.csv,12635
real/OSM2015_buildings_data_big_02.csv,real/TIGER2018_FACES_data_big_23.csv,12636
real/OSM2015_lakes_data_big_05.csv,real/TIGER2018_FACES_data_big_23.csv,12637
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_23.csv,12638
real/OSM2015_roads_data_big_01.csv,real/TIGER2018_FACES_data_big_23.csv,12639
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_23.csv,12640
real/TIGER2018_EDGES_data_big_14.csv,real/TIGER2018_FACES_data_big_23.csv,12641
real/TIGER2018_EDGES_data_big_19.csv,real/TIGER2018_FACES_data_big_23.csv,12642
real/TIGER2018_EDGES_data_big_20.csv,real/TIGER2018_FACES_data_big_23.csv,12643
real/OSM2015_buildings_data_big_02.csv,real/TIGER2018_FACES_data_big_24.csv,12644
real/OSM2015_lakes_data_big_05.csv,real/TIGER2018_FACES_data_big_24.csv,12645
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_24.csv,12646
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_24.csv,12647
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_24.csv,12648
real/TIGER2018_EDGES_data_big_14.csv,real/TIGER2018_FACES_data_big_24.csv,12649
real/TIGER2018_EDGES_data_big_15.csv,real/TIGER2018_FACES_data_big_24.csv,12650
real/TIGER2018_EDGES_data_big_20.csv,real/TIGER2018_FACES_data_big_24.csv,12651
real/TIGER2018_EDGES_data_big_21.csv,real/TIGER2018_FACES_data_big_24.csv,12652
real/OSM2015_buildings_data_big_02.csv,real/TIGER2018_FACES_data_big_25.csv,12653
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_25.csv,12654
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_25.csv,12655
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_25.csv,12656
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_25.csv,12657
real/TIGER2018_EDGES_data_big_15.csv,real/TIGER2018_FACES_data_big_25.csv,12658
real/TIGER2018_EDGES_data_big_16.csv,real/TIGER2018_FACES_data_big_25.csv,12659
real/TIGER2018_EDGES_data_big_21.csv,real/TIGER2018_FACES_data_big_25.csv,12660
real/TIGER2018_EDGES_data_big_22.csv,real/TIGER2018_FACES_data_big_25.csv,12661
real/OSM2015_buildings_data_big_02.csv,real/TIGER2018_FACES_data_big_31.csv,12662
real/OSM2015_lakes_data_big_05.csv,real/TIGER2018_FACES_data_big_31.csv,12663
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_31.csv,12664
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_31.csv,12665
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_31.csv,12666
real/TIGER2018_EDGES_data_big_20.csv,real/TIGER2018_FACES_data_big_31.csv,12667
real/TIGER2018_EDGES_data_big_21.csv,real/TIGER2018_FACES_data_big_31.csv,12668
real/TIGER2018_EDGES_data_big_27.csv,real/TIGER2018_FACES_data_big_31.csv,12669
real/OSM2015_buildings_data_big_02.csv,real/TIGER2018_FACES_data_big_32.csv,12670
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_32.csv,12671
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_32.csv,12672
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_32.csv,12673
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_32.csv,12674
real/TIGER2018_EDGES_data_big_21.csv,real/TIGER2018_FACES_data_big_32.csv,12675
real/TIGER2018_EDGES_data_big_22.csv,real/TIGER2018_FACES_data_big_32.csv,12676
real/TIGER2018_EDGES_data_big_27.csv,real/TIGER2018_FACES_data_big_32.csv,12677
real/TIGER2018_EDGES_data_big_28.csv,real/TIGER2018_FACES_data_big_32.csv,12678
real/OSM2015_buildings_data_big_03.csv,real/OSM2015_parks_data_big_03.csv,12679
real/OSM2015_lakes_data_big_06.csv,real/OSM2015_parks_data_big_03.csv,12680
real/OSM2015_lakes_data_big_07.csv,real/OSM2015_parks_data_big_03.csv,12681
real/OSM2015_buildings_data_big_03.csv,real/OSM2015_roads_data_big_03.csv,12682
real/OSM2015_lakes_data_big_06.csv,real/OSM2015_roads_data_big_03.csv,12683
real/OSM2015_lakes_data_big_07.csv,real/OSM2015_roads_data_big_03.csv,12684
real/OSM2015_parks_data_big_02.csv,real/OSM2015_roads_data_big_03.csv,12685
real/OSM2015_parks_data_big_03.csv,real/OSM2015_roads_data_big_03.csv,12686
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_EDGES_data_big_05.csv,12687
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_EDGES_data_big_05.csv,12688
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_EDGES_data_big_05.csv,12689
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_EDGES_data_big_05.csv,12690
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_EDGES_data_big_05.csv,12691
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_EDGES_data_big_05.csv,12692
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_EDGES_data_big_11.csv,12693
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_EDGES_data_big_11.csv,12694
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_EDGES_data_big_11.csv,12695
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_EDGES_data_big_11.csv,12696
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_EDGES_data_big_11.csv,12697
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_EDGES_data_big_11.csv,12698
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_EDGES_data_big_17.csv,12699
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_EDGES_data_big_17.csv,12700
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_EDGES_data_big_17.csv,12701
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_EDGES_data_big_17.csv,12702
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_EDGES_data_big_17.csv,12703
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_EDGES_data_big_17.csv,12704
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_EDGES_data_big_34.csv,12705
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_EDGES_data_big_34.csv,12706
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_EDGES_data_big_34.csv,12707
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_EDGES_data_big_34.csv,12708
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_EDGES_data_big_35.csv,12709
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_EDGES_data_big_35.csv,12710
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_EDGES_data_big_35.csv,12711
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_EDGES_data_big_35.csv,12712
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_EDGES_data_big_35.csv,12713
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_EDGES_data_big_35.csv,12714
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_05.csv,12715
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_05.csv,12716
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_05.csv,12717
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_05.csv,12718
real/TIGER2018_EDGES_data_big_04.csv,real/TIGER2018_FACES_data_big_05.csv,12719
real/TIGER2018_EDGES_data_big_05.csv,real/TIGER2018_FACES_data_big_05.csv,12720
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_06.csv,12721
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_06.csv,12722
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_06.csv,12723
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_FACES_data_big_06.csv,12724
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_06.csv,12725
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_FACES_data_big_06.csv,12726
real/TIGER2018_EDGES_data_big_05.csv,real/TIGER2018_FACES_data_big_06.csv,12727
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_12.csv,12728
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_12.csv,12729
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_12.csv,12730
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_12.csv,12731
real/TIGER2018_EDGES_data_big_04.csv,real/TIGER2018_FACES_data_big_12.csv,12732
real/TIGER2018_EDGES_data_big_05.csv,real/TIGER2018_FACES_data_big_12.csv,12733
real/TIGER2018_EDGES_data_big_10.csv,real/TIGER2018_FACES_data_big_12.csv,12734
real/TIGER2018_EDGES_data_big_11.csv,real/TIGER2018_FACES_data_big_12.csv,12735
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_13.csv,12736
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_13.csv,12737
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_13.csv,12738
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_FACES_data_big_13.csv,12739
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_13.csv,12740
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_FACES_data_big_13.csv,12741
real/TIGER2018_EDGES_data_big_05.csv,real/TIGER2018_FACES_data_big_13.csv,12742
real/TIGER2018_EDGES_data_big_11.csv,real/TIGER2018_FACES_data_big_13.csv,12743
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_19.csv,12744
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_19.csv,12745
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_19.csv,12746
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_19.csv,12747
real/TIGER2018_EDGES_data_big_10.csv,real/TIGER2018_FACES_data_big_19.csv,12748
real/TIGER2018_EDGES_data_big_11.csv,real/TIGER2018_FACES_data_big_19.csv,12749
real/TIGER2018_EDGES_data_big_16.csv,real/TIGER2018_FACES_data_big_19.csv,12750
real/TIGER2018_EDGES_data_big_17.csv,real/TIGER2018_FACES_data_big_19.csv,12751
real/OSM2015_buildings_data_big_03.csv,real/TIGER2018_FACES_data_big_20.csv,12752
real/OSM2015_lakes_data_big_06.csv,real/TIGER2018_FACES_data_big_20.csv,12753
real/OSM2015_parks_data_big_02.csv,real/TIGER2018_FACES_data_big_20.csv,12754
real/OSM2015_parks_data_big_03.csv,real/TIGER2018_FACES_data_big_20.csv,12755
real/OSM2015_roads_data_big_02.csv,real/TIGER2018_FACES_data_big_20.csv,12756
real/OSM2015_roads_data_big_03.csv,real/TIGER2018_FACES_data_big_20.csv,12757
