dataset1,dataset2,e0,e2
large_aws/Diagonal_006.csv,medium/diagonal_001.csv,1.57439928610602,1.00224537911185
large_aws/Diagonal_enx_001.csv,medium/diagonal_001.csv,1.55049663648573,0.99249527878591
large_aws/Diagonal_enx_002.csv,medium/diagonal_001.csv,1.49170689996291,0.959517269783544
large_aws/Diagonal_enx_003.csv,medium/diagonal_001.csv,1.65843166186384,0.974632179707063
large_aws/Diagonal_enx_004.csv,medium/diagonal_001.csv,1.48783383498952,0.99277528396933
large_aws/Diagonal_enx_005.csv,medium/diagonal_001.csv,1.65843166186384,0.989230152115462
large_aws/Diagonal_enx_006.csv,medium/diagonal_001.csv,1.48783383498952,0.94997405362337
large_aws/Diagonal_eny_001.csv,medium/diagonal_001.csv,1.48783383498952,0.985825489406151
large_aws/Diagonal_eny_002.csv,medium/diagonal_001.csv,1.5118535582111,0.697867460016287
large_aws/Diagonal_eny_003.csv,medium/diagonal_001.csv,1.58958710802701,0.655198235756989
large_aws/Diagonal_eny_004.csv,medium/diagonal_001.csv,1.49170689996291,0.811047817355542
large_aws/Diagonal_eny_005.csv,medium/diagonal_001.csv,1.6184517026048,0.954071931059914
large_aws/Diagonal_eny_006.csv,medium/diagonal_001.csv,1.57439928610602,0.989150663742007
large_aws/DiagonalRot_001.csv,medium/diagonal_001.csv,1.63219280948874,0.92555567232144
large_aws/DiagonalRot_002.csv,medium/diagonal_001.csv,1.30947375050481,0.548013154535646
large_aws/DiagonalRot_003.csv,medium/diagonal_001.csv,1.72971580931865,0.941039841734206
large_aws/DiagonalRot_004.csv,medium/diagonal_001.csv,1.30947375050481,0.566872320953606
large_aws/DiagonalRot_005.csv,medium/diagonal_001.csv,1.50808175276083,0.580923717752886
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_001.csv,1.30947375050481,1.01655248675924
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_001.csv,1.79248125036058,0.937235138519553
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_001.csv,1.30947375050481,0.528853977051027
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_001.csv,1.79248125036058,0.91321052880707
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_001.csv,1.25849625007212,1.03786944005437
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_001.csv,1.25849625007212,0.550784759848566
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_001.csv,1.67218201423883,0.920889820097302
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_001.csv,1.63219280948874,0.923934971068588
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_001.csv,1.67097771457223,0.969191762748388
large_aws/Gauss_001.csv,medium/diagonal_001.csv,1.9036774610288,0.893336113853756
large_aws/Gauss_002.csv,medium/diagonal_001.csv,1.9036774610288,0.891301601558291
large_aws/Gauss_003.csv,medium/diagonal_001.csv,1.9036774610288,0.889047889175262
large_aws/Gauss_004.csv,medium/diagonal_001.csv,1.9036774610288,0.893138836602257
large_aws/Gauss_005.csv,medium/diagonal_001.csv,1.9036774610288,0.893198109302867
large_aws/Gauss_006.csv,medium/diagonal_001.csv,1.9036774610288,0.892789920209673
large_aws/Gauss_enx_001.csv,medium/diagonal_001.csv,1.9036774610288,0.894932906526555
large_aws/Gauss_enx_002.csv,medium/diagonal_001.csv,1.9036774610288,0.896688667942845
large_aws/Gauss_enx_003.csv,medium/diagonal_001.csv,1.79310219713643,0.889324314944862
large_aws/Gauss_enx_004.csv,medium/diagonal_001.csv,1.9036774610288,0.888919080785545
large_aws/Gauss_enx_005.csv,medium/diagonal_001.csv,1.9036774610288,0.890424643418974
large_aws/Gauss_enx_006.csv,medium/diagonal_001.csv,1.9036774610288,0.891220229927462
large_aws/Gauss_eny_001.csv,medium/diagonal_001.csv,1.9036774610288,0.890152829272439
large_aws/Gauss_eny_002.csv,medium/diagonal_001.csv,1.9036774610288,0.892545356406471
large_aws/Gauss_eny_003.csv,medium/diagonal_001.csv,1.9036774610288,0.889027859634036
large_aws/Gauss_eny_004.csv,medium/diagonal_001.csv,1.9036774610288,0.889427245016551
large_aws/Gauss_eny_005.csv,medium/diagonal_001.csv,1.9036774610288,0.893802526565328
large_aws/Gauss_eny_006.csv,medium/diagonal_001.csv,1.9036774610288,0.890337392924655
large_aws/Parcel_001.csv,medium/diagonal_001.csv,1.9036774610288,1.19845356164612
large_aws/Parcel_002.csv,medium/diagonal_001.csv,1.9036774610288,1.30466612668028
large_aws/Parcel_003.csv,medium/diagonal_001.csv,1.9036774610288,1.42215706475037
large_aws/Parcel_004.csv,medium/diagonal_001.csv,1.9036774610288,1.23380972379257
large_aws/Parcel_005.csv,medium/diagonal_001.csv,1.9036774610288,1.72062539196172
large_aws/Parcel_006.csv,medium/diagonal_001.csv,1.9036774610288,1.25899471847943
large_aws/Parcel_007.csv,medium/diagonal_001.csv,1.9036774610288,1.40210647961131
large_aws/Parcel_008.csv,medium/diagonal_001.csv,1.9036774610288,1.68897645538929
large_aws/Parcel_009.csv,medium/diagonal_001.csv,1.9036774610288,1.3987886721517
large_aws/Parcel_010.csv,medium/diagonal_001.csv,1.9036774610288,1.43107534765608
large_aws/Parcel_011.csv,medium/diagonal_001.csv,1.9036774610288,1.72063102057649
large_aws/Parcel_012.csv,medium/diagonal_001.csv,1.9036774610288,0.800528450077403
large_aws/Parcel_013.csv,medium/diagonal_001.csv,1.9036774610288,1.42216226162493
large_aws/Parcel_014.csv,medium/diagonal_001.csv,1.9036774610288,1.39864961511321
large_aws/Parcel_015.csv,medium/diagonal_001.csv,1.9036774610288,1.36835362358259
large_aws/Parcel_016.csv,medium/diagonal_001.csv,1.9036774610288,1.51375225932573
large_aws/Parcel_017.csv,medium/diagonal_001.csv,1.9036774610288,1.31754310588866
large_aws/Parcel_018.csv,medium/diagonal_001.csv,1.9036774610288,0.684551283736995
large_aws/Uniform_001.csv,medium/diagonal_001.csv,1.9036774610288,1.47574712521236
large_aws/Uniform_002.csv,medium/diagonal_001.csv,1.9036774610288,1.47602354145148
large_aws/Uniform_003.csv,medium/diagonal_001.csv,1.9036774610288,1.47572611292342
large_aws/Uniform_004.csv,medium/diagonal_001.csv,1.9036774610288,1.47585230521043
large_aws/Uniform_005.csv,medium/diagonal_001.csv,1.9036774610288,1.47413757701093
large_aws/Uniform_006.csv,medium/diagonal_001.csv,1.9036774610288,1.4744890658824
large_aws/Uniform_enx_001.csv,medium/diagonal_001.csv,1.9036774610288,1.47529737295781
large_aws/Uniform_enx_002.csv,medium/diagonal_001.csv,1.9036774610288,1.4753243062517
large_aws/Uniform_enx_003.csv,medium/diagonal_001.csv,1.9036774610288,1.47595147659106
large_aws/Uniform_enx_004.csv,medium/diagonal_001.csv,1.9036774610288,1.4757124417277
large_aws/Uniform_enx_005.csv,medium/diagonal_001.csv,1.9036774610288,1.47552511594085
large_aws/Uniform_enx_006.csv,medium/diagonal_001.csv,1.9036774610288,1.47473604843683
large_aws/Uniform_eny_001.csv,medium/diagonal_001.csv,1.9036774610288,1.47514826079043
large_aws/Uniform_eny_002.csv,medium/diagonal_001.csv,1.9036774610288,1.47614789650819
large_aws/Uniform_eny_003.csv,medium/diagonal_001.csv,1.9036774610288,1.4747970929697
large_aws/Uniform_eny_004.csv,medium/diagonal_001.csv,1.9036774610288,1.47587196739287
large_aws/Uniform_eny_005.csv,medium/diagonal_001.csv,1.9036774610288,1.47564459504341
large_aws/Uniform_eny_006.csv,medium/diagonal_001.csv,1.9036774610288,1.47560370058258
large_aws/Combo_001.csv,medium/diagonal_002.csv,1.30697434458086,0.668355904079899
large_aws/Combo_002.csv,medium/diagonal_002.csv,1.59365361778421,0.760257911136641
large_aws/Combo_003.csv,medium/diagonal_002.csv,1.58803861421195,0.985888176547692
large_aws/Combo_004.csv,medium/diagonal_002.csv,1.45022516928899,0.656133048907947
large_aws/Combo_005.csv,medium/diagonal_002.csv,0.998584193700335,0.491937074452661
large_aws/Combo_006.csv,medium/diagonal_002.csv,1.38317030992143,0.462758960576027
large_aws/Combo_007.csv,medium/diagonal_002.csv,1.58958710802701,0.739623902842795
large_aws/Combo_008.csv,medium/diagonal_002.csv,1.69327877192197,0.852166441193611
large_aws/Combo_009.csv,medium/diagonal_002.csv,1.53080012144953,0.77192352436469
large_aws/Combo_010.csv,medium/diagonal_002.csv,1.26219946048447,0.602640299542987
large_aws/Combo_011.csv,medium/diagonal_002.csv,1.48020114142775,0.603476058573028
large_aws/Combo_012.csv,medium/diagonal_002.csv,1.12467405984931,0.907324275846361
large_aws/Combo_013.csv,medium/diagonal_002.csv,1.44027456224957,0.591659848100421
large_aws/Combo_014.csv,medium/diagonal_002.csv,0.922881869049589,0.352942381345849
large_aws/Combo_015.csv,medium/diagonal_002.csv,1.4523561956057,0.683220167170867
large_aws/Combo_016.csv,medium/diagonal_002.csv,1.58958710802701,0.759265574505876
large_aws/Combo_017.csv,medium/diagonal_002.csv,1.62816987662989,0.828360516794949
large_aws/Combo_018.csv,medium/diagonal_002.csv,1.53080012144953,0.807874579479152
large_aws/Diagonal_001.csv,medium/diagonal_002.csv,1.48783383498952,0.998993799891057
large_aws/Diagonal_002.csv,medium/diagonal_002.csv,1.48783383498952,1.00846670063969
large_aws/Diagonal_003.csv,medium/diagonal_002.csv,1.5118535582111,1.00355633411679
large_aws/Diagonal_004.csv,medium/diagonal_002.csv,1.68837739787972,1.01567384436621
large_aws/Diagonal_005.csv,medium/diagonal_002.csv,1.50194169829442,0.969659383975035
large_aws/Diagonal_006.csv,medium/diagonal_002.csv,1.48783383498952,1.01001839027711
large_aws/Diagonal_enx_001.csv,medium/diagonal_002.csv,1.48783383498952,0.999007548931504
large_aws/Diagonal_enx_002.csv,medium/diagonal_002.csv,1.48783383498952,0.933596056364845
large_aws/Diagonal_enx_003.csv,medium/diagonal_002.csv,1.52877123795495,0.974009045718609
large_aws/Diagonal_enx_004.csv,medium/diagonal_002.csv,1.48783383498952,1.01179103942536
large_aws/Diagonal_enx_005.csv,medium/diagonal_002.csv,1.52288186904959,0.989896861897467
large_aws/Diagonal_enx_006.csv,medium/diagonal_002.csv,1.48783383498952,0.915414999579119
large_aws/Diagonal_eny_001.csv,medium/diagonal_002.csv,1.48783383498952,0.9937094182184
large_aws/Diagonal_eny_002.csv,medium/diagonal_002.csv,1.48783383498952,0.744067880501648
large_aws/Diagonal_eny_003.csv,medium/diagonal_002.csv,1.48783383498952,0.706104716657877
large_aws/Diagonal_eny_004.csv,medium/diagonal_002.csv,1.48783383498952,0.839544136979911
large_aws/Diagonal_eny_005.csv,medium/diagonal_002.csv,1.48783383498952,0.968082317905739
large_aws/Diagonal_eny_006.csv,medium/diagonal_002.csv,1.48783383498952,0.996583075233217
large_aws/DiagonalRot_001.csv,medium/diagonal_002.csv,1.52514176861289,0.721423589780965
large_aws/DiagonalRot_002.csv,medium/diagonal_002.csv,1.3684827970831,0.301788771750005
large_aws/DiagonalRot_003.csv,medium/diagonal_002.csv,1.11013191544233,0.397425830675156
large_aws/DiagonalRot_004.csv,medium/diagonal_002.csv,0.964385618977473,0.897656772633673
large_aws/DiagonalRot_005.csv,medium/diagonal_002.csv,1.17004397181411,0.586358187423557
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_002.csv,1.06293566200796,0.526385885657378
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_002.csv,1.54155437273773,0.629507922619426
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_002.csv,1.06293566200796,0.877442288912669
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_002.csv,1.54155437273773,0.590874373667305
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_002.csv,0.892481250360578,0.498907207594574
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_002.csv,0.892481250360578,0.466067251492988
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_002.csv,1.52146606274992,0.70330750944423
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_002.csv,1.52514176861289,0.75033641590982
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_002.csv,1.54155437273773,0.891706416470271
large_aws/Gauss_001.csv,medium/diagonal_002.csv,1.53519466394569,0.661183340493809
large_aws/Gauss_002.csv,medium/diagonal_002.csv,1.45682975821139,0.659511609353861
large_aws/Gauss_003.csv,medium/diagonal_002.csv,1.47171408816367,0.658133732861294
large_aws/Gauss_004.csv,medium/diagonal_002.csv,1.46984876385577,0.660843729178942
large_aws/Gauss_005.csv,medium/diagonal_002.csv,1.45482198573542,0.660951637298456
large_aws/Gauss_006.csv,medium/diagonal_002.csv,1.47171408816367,0.661040979426862
large_aws/Gauss_enx_001.csv,medium/diagonal_002.csv,1.46123501947739,0.661787081485998
large_aws/Gauss_enx_002.csv,medium/diagonal_002.csv,1.43468772697786,0.663414248552102
large_aws/Gauss_enx_003.csv,medium/diagonal_002.csv,1.48020114142775,0.658050849093104
large_aws/Gauss_enx_004.csv,medium/diagonal_002.csv,1.55216832990736,0.657729645049677
large_aws/Gauss_enx_005.csv,medium/diagonal_002.csv,1.46123501947739,0.659313116259091
large_aws/Gauss_enx_006.csv,medium/diagonal_002.csv,1.44594316186373,0.659484759714854
large_aws/Gauss_eny_001.csv,medium/diagonal_002.csv,1.5892737616835,0.658774489221376
large_aws/Gauss_eny_002.csv,medium/diagonal_002.csv,1.46123501947739,0.660467910928192
large_aws/Gauss_eny_003.csv,medium/diagonal_002.csv,1.45041672446942,0.657946926903701
large_aws/Gauss_eny_004.csv,medium/diagonal_002.csv,1.47598881832218,0.657889214665581
large_aws/Gauss_eny_005.csv,medium/diagonal_002.csv,1.44594316186373,0.661140368429096
large_aws/Gauss_eny_006.csv,medium/diagonal_002.csv,1.60684195745731,0.659022177793224
large_aws/Parcel_001.csv,medium/diagonal_002.csv,1.58958710802701,0.884358200180778
large_aws/Parcel_002.csv,medium/diagonal_002.csv,1.58958710802701,0.974729869029684
large_aws/Parcel_003.csv,medium/diagonal_002.csv,1.58958710802701,1.6341401027287
large_aws/Parcel_004.csv,medium/diagonal_002.csv,1.58958710802701,1.21339599356502
large_aws/Parcel_005.csv,medium/diagonal_002.csv,1.58958710802701,1.30086667168107
large_aws/Parcel_006.csv,medium/diagonal_002.csv,1.58958710802701,1.02493343440011
large_aws/Parcel_007.csv,medium/diagonal_002.csv,1.58958710802701,1.30018340691485
large_aws/Parcel_008.csv,medium/diagonal_002.csv,1.58958710802701,1.22769380992002
large_aws/Parcel_009.csv,medium/diagonal_002.csv,1.58958710802701,1.38694862161817
large_aws/Parcel_010.csv,medium/diagonal_002.csv,1.57262181593322,1.22479170412006
large_aws/Parcel_011.csv,medium/diagonal_002.csv,1.58958710802701,1.30093347675149
large_aws/Parcel_012.csv,medium/diagonal_002.csv,1.56074170115677,0.638111467159446
large_aws/Parcel_013.csv,medium/diagonal_002.csv,1.58958710802701,1.63415887312705
large_aws/Parcel_014.csv,medium/diagonal_002.csv,1.58958710802701,1.48474765144598
large_aws/Parcel_015.csv,medium/diagonal_002.csv,1.58958710802701,1.28604145811724
large_aws/Parcel_016.csv,medium/diagonal_002.csv,1.58958710802701,1.18285190966182
large_aws/Parcel_017.csv,medium/diagonal_002.csv,1.58958710802701,1.09351381180418
large_aws/Parcel_018.csv,medium/diagonal_002.csv,1.5539522347721,0.739723134708624
large_aws/Uniform_001.csv,medium/diagonal_002.csv,1.58958710802701,1.34570588229155
large_aws/Uniform_002.csv,medium/diagonal_002.csv,1.58958710802701,1.34542598042848
large_aws/Uniform_003.csv,medium/diagonal_002.csv,1.58958710802701,1.25256969322968
large_aws/Uniform_004.csv,medium/diagonal_002.csv,1.58958710802701,1.34564512260857
large_aws/Uniform_005.csv,medium/diagonal_002.csv,1.58958710802701,1.34399235265067
large_aws/Uniform_006.csv,medium/diagonal_002.csv,1.58958710802701,1.34422556274639
large_aws/Uniform_enx_001.csv,medium/diagonal_002.csv,1.58958710802701,1.34501092014339
large_aws/Uniform_enx_002.csv,medium/diagonal_002.csv,1.58958710802701,1.34544152671251
large_aws/Uniform_enx_003.csv,medium/diagonal_002.csv,1.58958710802701,1.3453179934061
large_aws/Uniform_enx_004.csv,medium/diagonal_002.csv,1.58958710802701,1.34530812421687
large_aws/Uniform_enx_005.csv,medium/diagonal_002.csv,1.58958710802701,1.34533340028278
large_aws/Uniform_enx_006.csv,medium/diagonal_002.csv,1.58958710802701,1.25266632815597
large_aws/Uniform_eny_001.csv,medium/diagonal_002.csv,1.58958710802701,1.34471475678507
large_aws/Uniform_eny_002.csv,medium/diagonal_002.csv,1.58958710802701,1.25272313121195
large_aws/Uniform_eny_003.csv,medium/diagonal_002.csv,1.58958710802701,1.25262279667539
large_aws/Uniform_eny_004.csv,medium/diagonal_002.csv,1.58958710802701,1.34567862766182
large_aws/Uniform_eny_005.csv,medium/diagonal_002.csv,1.58958710802701,1.25325083847922
large_aws/Uniform_eny_006.csv,medium/diagonal_002.csv,1.58958710802701,1.34520450772959
large_aws/Combo_001.csv,medium/diagonal_003.csv,1.39843071903939,0.758838062525587
large_aws/Combo_002.csv,medium/diagonal_003.csv,1.55919897676151,0.811415453639699
large_aws/Combo_003.csv,medium/diagonal_003.csv,1.54901604148026,1.13471755886688
large_aws/Combo_004.csv,medium/diagonal_003.csv,1.53314234875619,1.09044034335843
large_aws/Combo_005.csv,medium/diagonal_003.csv,1.46028276625279,0.523316823142635
large_aws/Combo_006.csv,medium/diagonal_003.csv,1.49248125036058,0.779208821436766
large_aws/Combo_007.csv,medium/diagonal_003.csv,1.65843166186384,0.752919722086131
large_aws/Combo_008.csv,medium/diagonal_003.csv,1.63219280948874,0.915961951704399
large_aws/Combo_009.csv,medium/diagonal_003.csv,1.6184517026048,0.862795822008524
large_aws/Combo_010.csv,medium/diagonal_003.csv,1.37731392067197,0.700049504199512
large_aws/Combo_011.csv,medium/diagonal_003.csv,1.61119621066822,0.652917131043388
large_aws/Combo_012.csv,medium/diagonal_003.csv,1.22732128098543,0.465332090935222
large_aws/Combo_013.csv,medium/diagonal_003.csv,1.51125260055794,0.69805630799988
large_aws/Combo_014.csv,medium/diagonal_003.csv,1.31224543245389,0.491538995026941
large_aws/Combo_015.csv,medium/diagonal_003.csv,1.58496250072115,0.765653750120442
large_aws/Combo_016.csv,medium/diagonal_003.csv,1.65843166186384,0.779533822372777
large_aws/Combo_017.csv,medium/diagonal_003.csv,1.63219280948874,0.890465134624893
large_aws/Combo_018.csv,medium/diagonal_003.csv,1.6184517026048,0.89988886453591
large_aws/Diagonal_001.csv,medium/diagonal_003.csv,1.48783383498952,0.999268478991071
large_aws/Diagonal_002.csv,medium/diagonal_003.csv,1.48783383498952,1.0062630157444
large_aws/Diagonal_003.csv,medium/diagonal_003.csv,1.63219280948874,1.00091088302438
large_aws/Diagonal_004.csv,medium/diagonal_003.csv,1.48783383498952,1.01177229641962
large_aws/Diagonal_005.csv,medium/diagonal_003.csv,1.63219280948874,0.95877516623548
large_aws/Diagonal_006.csv,medium/diagonal_003.csv,1.48783383498952,1.00782611375921
large_aws/Diagonal_enx_001.csv,medium/diagonal_003.csv,1.48783383498952,0.996744813056739
large_aws/Diagonal_enx_002.csv,medium/diagonal_003.csv,1.48783383498952,0.906592870792753
large_aws/Diagonal_enx_003.csv,medium/diagonal_003.csv,1.64551104529627,0.965315801376215
large_aws/Diagonal_enx_004.csv,medium/diagonal_003.csv,1.48783383498952,0.996909154627884
large_aws/Diagonal_enx_005.csv,medium/diagonal_003.csv,1.64551104529627,0.991247946813022
large_aws/Diagonal_enx_006.csv,medium/diagonal_003.csv,1.48783383498952,0.881921109324467
large_aws/Diagonal_eny_001.csv,medium/diagonal_003.csv,1.48783383498952,0.994779202542827
large_aws/Diagonal_eny_002.csv,medium/diagonal_003.csv,1.48783383498952,0.764627115961265
large_aws/Diagonal_eny_003.csv,medium/diagonal_003.csv,1.50571350374468,0.721477604741216
large_aws/Diagonal_eny_004.csv,medium/diagonal_003.csv,1.48783383498952,0.864274448133837
large_aws/Diagonal_eny_005.csv,medium/diagonal_003.csv,1.5118535582111,0.974040151437561
large_aws/Diagonal_eny_006.csv,medium/diagonal_003.csv,1.50194169829442,0.997410208352737
large_aws/DiagonalRot_001.csv,medium/diagonal_003.csv,1.60425998817129,0.800167537390231
large_aws/DiagonalRot_002.csv,medium/diagonal_003.csv,1.36519647012136,0.458535355138154
large_aws/DiagonalRot_003.csv,medium/diagonal_003.csv,1.14220647661728,0.518180591314007
large_aws/DiagonalRot_004.csv,medium/diagonal_003.csv,1.39424794740314,0.8927296208418
large_aws/DiagonalRot_005.csv,medium/diagonal_003.csv,1.21472049249422,0.583983677892152
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_003.csv,1.39503846531289,0.410257189767506
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_003.csv,1.6184517026048,0.738400297448248
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_003.csv,1.38629475194846,0.867883654112477
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_003.csv,1.64551104529627,0.698123110010277
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_003.csv,1.4036774610288,0.478075646070121
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_003.csv,1.30332878591023,0.433948246972809
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_003.csv,1.60425998817129,0.714686366757983
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_003.csv,1.58958710802701,0.873757232757817
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_003.csv,1.60425998817129,0.807646269505798
large_aws/Gauss_001.csv,medium/diagonal_003.csv,1.62667050481497,0.717829781914339
large_aws/Gauss_002.csv,medium/diagonal_003.csv,1.60193616668282,0.7164830172874
large_aws/Gauss_003.csv,medium/diagonal_003.csv,1.63205372024951,0.714112619242315
large_aws/Gauss_004.csv,medium/diagonal_003.csv,1.61208402311315,0.71747347761326
large_aws/Gauss_005.csv,medium/diagonal_003.csv,1.62124681369647,0.717681804336371
large_aws/Gauss_006.csv,medium/diagonal_003.csv,1.64748052364355,0.717492007292341
large_aws/Gauss_enx_001.csv,medium/diagonal_003.csv,1.65560084414716,0.718484599475638
large_aws/Gauss_enx_002.csv,medium/diagonal_003.csv,1.62396375672179,0.720304903594961
large_aws/Gauss_enx_003.csv,medium/diagonal_003.csv,1.61208402311315,0.71443138082211
large_aws/Gauss_enx_004.csv,medium/diagonal_003.csv,1.66363076959519,0.714056475832118
large_aws/Gauss_enx_005.csv,medium/diagonal_003.csv,1.60941730096163,0.715687684313427
large_aws/Gauss_enx_006.csv,medium/diagonal_003.csv,1.64475330859749,0.716105315699859
large_aws/Gauss_eny_001.csv,medium/diagonal_003.csv,1.63650924720321,0.714658208654335
large_aws/Gauss_eny_002.csv,medium/diagonal_003.csv,1.59320656211544,0.716514680438604
large_aws/Gauss_eny_003.csv,medium/diagonal_003.csv,1.62667050481498,0.714384276545158
large_aws/Gauss_eny_004.csv,medium/diagonal_003.csv,1.6479664431772,0.714673516015927
large_aws/Gauss_eny_005.csv,medium/diagonal_003.csv,1.61303403973992,0.717876514462297
large_aws/Gauss_eny_006.csv,medium/diagonal_003.csv,1.62124681369648,0.715171475420971
large_aws/Parcel_001.csv,medium/diagonal_003.csv,1.65843166186384,0.939070693825173
large_aws/Parcel_002.csv,medium/diagonal_003.csv,1.65843166186384,1.04598120894859
large_aws/Parcel_003.csv,medium/diagonal_003.csv,1.65843166186384,1.28413951771957
large_aws/Parcel_004.csv,medium/diagonal_003.csv,1.65843166186384,1.29325150571098
large_aws/Parcel_005.csv,medium/diagonal_003.csv,1.65843166186384,1.25612587961378
large_aws/Parcel_006.csv,medium/diagonal_003.csv,1.65843166186384,1.16517184634916
large_aws/Parcel_007.csv,medium/diagonal_003.csv,1.65843166186384,1.26278168302444
large_aws/Parcel_008.csv,medium/diagonal_003.csv,1.65843166186384,1.29294099439214
large_aws/Parcel_009.csv,medium/diagonal_003.csv,1.65843166186384,1.38434590031618
large_aws/Parcel_010.csv,medium/diagonal_003.csv,1.65843166186384,1.28966377607934
large_aws/Parcel_011.csv,medium/diagonal_003.csv,1.65843166186384,1.25622655792841
large_aws/Parcel_012.csv,medium/diagonal_003.csv,1.65843166186384,0.678042058567344
large_aws/Parcel_013.csv,medium/diagonal_003.csv,1.65843166186384,1.28413862247757
large_aws/Parcel_014.csv,medium/diagonal_003.csv,1.65843166186384,1.54802404390456
large_aws/Parcel_015.csv,medium/diagonal_003.csv,1.65843166186384,1.24261840581053
large_aws/Parcel_016.csv,medium/diagonal_003.csv,1.65843166186384,1.25058820369187
large_aws/Parcel_017.csv,medium/diagonal_003.csv,1.65843166186384,1.16889869419738
large_aws/Parcel_018.csv,medium/diagonal_003.csv,1.64551104529627,0.790061602512026
large_aws/Uniform_001.csv,medium/diagonal_003.csv,1.65843166186384,1.32141526404294
large_aws/Uniform_002.csv,medium/diagonal_003.csv,1.65843166186384,1.32030500237001
large_aws/Uniform_003.csv,medium/diagonal_003.csv,1.65843166186384,1.32034805821764
large_aws/Uniform_004.csv,medium/diagonal_003.csv,1.65843166186384,1.32052020381076
large_aws/Uniform_005.csv,medium/diagonal_003.csv,1.65843166186384,1.31926561002458
large_aws/Uniform_006.csv,medium/diagonal_003.csv,1.65843166186384,1.31917932990401
large_aws/Uniform_enx_001.csv,medium/diagonal_003.csv,1.65843166186384,1.32035901664078
large_aws/Uniform_enx_002.csv,medium/diagonal_003.csv,1.65843166186384,1.32124689038481
large_aws/Uniform_enx_003.csv,medium/diagonal_003.csv,1.65843166186384,1.32022939134253
large_aws/Uniform_enx_004.csv,medium/diagonal_003.csv,1.65843166186384,1.32051583570751
large_aws/Uniform_enx_005.csv,medium/diagonal_003.csv,1.65843166186384,1.32036911421667
