dataset1,dataset2,bops
large_aws/Uniform_006.csv,medium/diagonal_003.csv,300
large_aws/Uniform_enx_001.csv,medium/diagonal_003.csv,301
large_aws/Uniform_enx_002.csv,medium/diagonal_003.csv,302
large_aws/Uniform_enx_003.csv,medium/diagonal_003.csv,303
large_aws/Uniform_enx_004.csv,medium/diagonal_003.csv,304
large_aws/Uniform_enx_005.csv,medium/diagonal_003.csv,305
large_aws/Uniform_enx_006.csv,medium/diagonal_003.csv,306
large_aws/Uniform_eny_001.csv,medium/diagonal_003.csv,307
large_aws/Uniform_eny_002.csv,medium/diagonal_003.csv,308
large_aws/Uniform_eny_003.csv,medium/diagonal_003.csv,309
large_aws/Uniform_eny_004.csv,medium/diagonal_003.csv,310
large_aws/Uniform_eny_005.csv,medium/diagonal_003.csv,311
large_aws/Uniform_eny_006.csv,medium/diagonal_003.csv,312
large_aws/Combo_001.csv,medium/diagonal_004.csv,313
large_aws/Combo_002.csv,medium/diagonal_004.csv,314
large_aws/Combo_003.csv,medium/diagonal_004.csv,315
large_aws/Combo_004.csv,medium/diagonal_004.csv,316
large_aws/Combo_005.csv,medium/diagonal_004.csv,317
large_aws/Combo_006.csv,medium/diagonal_004.csv,318
large_aws/Combo_007.csv,medium/diagonal_004.csv,319
large_aws/Combo_008.csv,medium/diagonal_004.csv,320
large_aws/Combo_009.csv,medium/diagonal_004.csv,321
large_aws/Combo_010.csv,medium/diagonal_004.csv,322
large_aws/Combo_011.csv,medium/diagonal_004.csv,323
large_aws/Combo_012.csv,medium/diagonal_004.csv,324
large_aws/Combo_013.csv,medium/diagonal_004.csv,325
large_aws/Combo_014.csv,medium/diagonal_004.csv,326
large_aws/Combo_015.csv,medium/diagonal_004.csv,327
large_aws/Combo_016.csv,medium/diagonal_004.csv,328
large_aws/Combo_017.csv,medium/diagonal_004.csv,329
large_aws/Combo_018.csv,medium/diagonal_004.csv,330
large_aws/Diagonal_001.csv,medium/diagonal_004.csv,331
large_aws/Diagonal_002.csv,medium/diagonal_004.csv,332
large_aws/Diagonal_003.csv,medium/diagonal_004.csv,333
large_aws/Diagonal_004.csv,medium/diagonal_004.csv,334
large_aws/Diagonal_005.csv,medium/diagonal_004.csv,335
large_aws/Diagonal_006.csv,medium/diagonal_004.csv,336
large_aws/Diagonal_enx_001.csv,medium/diagonal_004.csv,337
large_aws/Diagonal_enx_002.csv,medium/diagonal_004.csv,338
large_aws/Diagonal_enx_003.csv,medium/diagonal_004.csv,339
large_aws/Diagonal_enx_004.csv,medium/diagonal_004.csv,340
large_aws/Diagonal_enx_005.csv,medium/diagonal_004.csv,341
large_aws/Diagonal_enx_006.csv,medium/diagonal_004.csv,342
large_aws/Diagonal_eny_001.csv,medium/diagonal_004.csv,343
large_aws/Diagonal_eny_002.csv,medium/diagonal_004.csv,344
large_aws/Diagonal_eny_003.csv,medium/diagonal_004.csv,345
large_aws/Diagonal_eny_004.csv,medium/diagonal_004.csv,346
large_aws/Diagonal_eny_005.csv,medium/diagonal_004.csv,347
large_aws/Diagonal_eny_006.csv,medium/diagonal_004.csv,348
large_aws/DiagonalRot_001.csv,medium/diagonal_004.csv,349
large_aws/DiagonalRot_002.csv,medium/diagonal_004.csv,350
large_aws/DiagonalRot_003.csv,medium/diagonal_004.csv,351
large_aws/DiagonalRot_004.csv,medium/diagonal_004.csv,352
large_aws/DiagonalRot_005.csv,medium/diagonal_004.csv,353
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_004.csv,354
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_004.csv,355
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_004.csv,356
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_004.csv,357
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_004.csv,358
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_004.csv,359
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_004.csv,360
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_004.csv,361
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_004.csv,362
large_aws/Gauss_001.csv,medium/diagonal_004.csv,363
large_aws/Gauss_002.csv,medium/diagonal_004.csv,364
large_aws/Gauss_003.csv,medium/diagonal_004.csv,365
large_aws/Gauss_004.csv,medium/diagonal_004.csv,366
large_aws/Gauss_005.csv,medium/diagonal_004.csv,367
large_aws/Gauss_006.csv,medium/diagonal_004.csv,368
large_aws/Gauss_enx_001.csv,medium/diagonal_004.csv,369
large_aws/Gauss_enx_002.csv,medium/diagonal_004.csv,370
large_aws/Gauss_enx_003.csv,medium/diagonal_004.csv,371
large_aws/Gauss_enx_004.csv,medium/diagonal_004.csv,372
large_aws/Gauss_enx_005.csv,medium/diagonal_004.csv,373
large_aws/Gauss_enx_006.csv,medium/diagonal_004.csv,374
large_aws/Gauss_eny_001.csv,medium/diagonal_004.csv,375
large_aws/Gauss_eny_002.csv,medium/diagonal_004.csv,376
large_aws/Gauss_eny_003.csv,medium/diagonal_004.csv,377
large_aws/Gauss_eny_004.csv,medium/diagonal_004.csv,378
large_aws/Gauss_eny_005.csv,medium/diagonal_004.csv,379
large_aws/Gauss_eny_006.csv,medium/diagonal_004.csv,380
large_aws/Parcel_001.csv,medium/diagonal_004.csv,381
large_aws/Parcel_002.csv,medium/diagonal_004.csv,382
large_aws/Parcel_003.csv,medium/diagonal_004.csv,383
large_aws/Parcel_004.csv,medium/diagonal_004.csv,384
large_aws/Parcel_005.csv,medium/diagonal_004.csv,385
large_aws/Parcel_006.csv,medium/diagonal_004.csv,386
large_aws/Parcel_007.csv,medium/diagonal_004.csv,387
large_aws/Parcel_008.csv,medium/diagonal_004.csv,388
large_aws/Parcel_009.csv,medium/diagonal_004.csv,389
large_aws/Parcel_010.csv,medium/diagonal_004.csv,390
large_aws/Parcel_011.csv,medium/diagonal_004.csv,391
large_aws/Parcel_012.csv,medium/diagonal_004.csv,392
large_aws/Parcel_013.csv,medium/diagonal_004.csv,393
large_aws/Parcel_014.csv,medium/diagonal_004.csv,394
large_aws/Parcel_015.csv,medium/diagonal_004.csv,395
large_aws/Parcel_016.csv,medium/diagonal_004.csv,396
large_aws/Parcel_017.csv,medium/diagonal_004.csv,397
large_aws/Parcel_018.csv,medium/diagonal_004.csv,398
large_aws/Uniform_001.csv,medium/diagonal_004.csv,399
large_aws/Uniform_002.csv,medium/diagonal_004.csv,400
large_aws/Uniform_003.csv,medium/diagonal_004.csv,401
large_aws/Uniform_004.csv,medium/diagonal_004.csv,402
large_aws/Uniform_005.csv,medium/diagonal_004.csv,403
large_aws/Uniform_006.csv,medium/diagonal_004.csv,404
large_aws/Uniform_enx_001.csv,medium/diagonal_004.csv,405
large_aws/Uniform_enx_002.csv,medium/diagonal_004.csv,406
large_aws/Uniform_enx_003.csv,medium/diagonal_004.csv,407
large_aws/Uniform_enx_004.csv,medium/diagonal_004.csv,408
large_aws/Uniform_enx_005.csv,medium/diagonal_004.csv,409
large_aws/Uniform_enx_006.csv,medium/diagonal_004.csv,410
large_aws/Uniform_eny_001.csv,medium/diagonal_004.csv,411
large_aws/Uniform_eny_002.csv,medium/diagonal_004.csv,412
large_aws/Uniform_eny_003.csv,medium/diagonal_004.csv,413
large_aws/Uniform_eny_004.csv,medium/diagonal_004.csv,414
large_aws/Uniform_eny_005.csv,medium/diagonal_004.csv,415
large_aws/Uniform_eny_006.csv,medium/diagonal_004.csv,416
large_aws/Combo_001.csv,medium/diagonal_005.csv,417
large_aws/Combo_002.csv,medium/diagonal_005.csv,418
large_aws/Combo_003.csv,medium/diagonal_005.csv,419
large_aws/Combo_004.csv,medium/diagonal_005.csv,420
large_aws/Combo_005.csv,medium/diagonal_005.csv,421
large_aws/Combo_006.csv,medium/diagonal_005.csv,422
large_aws/Combo_007.csv,medium/diagonal_005.csv,423
large_aws/Combo_008.csv,medium/diagonal_005.csv,424
large_aws/Combo_009.csv,medium/diagonal_005.csv,425
large_aws/Combo_010.csv,medium/diagonal_005.csv,426
large_aws/Combo_011.csv,medium/diagonal_005.csv,427
large_aws/Combo_012.csv,medium/diagonal_005.csv,428
large_aws/Combo_013.csv,medium/diagonal_005.csv,429
large_aws/Combo_014.csv,medium/diagonal_005.csv,430
large_aws/Combo_015.csv,medium/diagonal_005.csv,431
large_aws/Combo_016.csv,medium/diagonal_005.csv,432
large_aws/Combo_017.csv,medium/diagonal_005.csv,433
large_aws/Combo_018.csv,medium/diagonal_005.csv,434
large_aws/Diagonal_001.csv,medium/diagonal_005.csv,435
large_aws/Diagonal_002.csv,medium/diagonal_005.csv,436
large_aws/Diagonal_003.csv,medium/diagonal_005.csv,437
large_aws/Diagonal_004.csv,medium/diagonal_005.csv,438
large_aws/Diagonal_005.csv,medium/diagonal_005.csv,439
large_aws/Diagonal_006.csv,medium/diagonal_005.csv,440
large_aws/Diagonal_enx_001.csv,medium/diagonal_005.csv,441
large_aws/Diagonal_enx_002.csv,medium/diagonal_005.csv,442
