label,coll1,D1,coll2,D2,E0_1,E0_2,E2_1,E2_2,Size1,Size2,Card1,Card2,AvgArea1,AvgArea2,AvglenX1,AvglenX2,AvglenY1,AvglenY2,AreaInt1,AreaInt2,sim,join_sel
AWS_NoUniform_NoMatch,Large AWS,DiagonalRot_enx_003,Large AWS,Gauss_eny_002,0.947,0.91,0.596,0.923,0.07111111,0.11377778,0.04715789,0.07545263,0.16142857,0.02785714,0.92592593,0.04814815,0.1125,0.375,0.64336286,0.49052133,0.38565664,8.87E-06
AWS_NoUniform_NoMatch,Large AWS,DiagonalRot_enx_003,Large AWS,Gauss_eny_003,0.947,0.9265,0.596,0.9225,0.07111111,0.17066667,0.04715789,0.11317895,0.16142857,0.00482857,0.92592593,0.01666667,0.1125,0.1875,0.60990667,0.46055516,0.3557595,2.63E-07
AWS_NoUniform_NoMatch,Large AWS,DiagonalRot_eny_001,Large AWS,Gauss_eny_003,0.8725,0.9265,0.563,0.9225,0.11377778,0.17066667,0.07545263,0.11317895,0.025,0.00482857,0.02592593,0.01666667,0.625,0.1875,0.63267427,0.38694666,0.31596298,5.53E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,Combo_001,0.9575,0.9,0.6075,0.617,0.17066667,0.27022222,0.11317895,0.1792,0.21428571,0.03571429,0.37037037,0.09259259,0.375,0.25,0.99321504,0.62326033,0.62061794,4.77E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,Combo_002,0.9575,0.913,0.6075,0.813,0.17066667,0.256,0.11317895,0.16976842,0.21428571,0.00475714,0.37037037,0.35185185,0.375,0.00875,0.84110336,0.57113786,0.51551566,2.52E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,Combo_003,0.9575,0.9215,0.6075,0.743,0.17066667,0.27022222,0.11317895,0.1792,0.21428571,0.00029,0.37037037,0.01666667,0.375,0.01125,0.68499951,0.33855737,0.29294893,2.05E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_001,0.9575,0.9295,0.6075,0.574,0.17066667,0.08533333,0.11317895,0.05658947,0.21428571,0.02328571,0.37037037,0.09259259,0.375,0.1625,0.49028098,0.73281423,0.41593029,2.69E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_002,0.9575,0.9505,0.6075,0.685,0.17066667,0.14222222,0.11317895,0.09431579,0.21428571,0.35714286,0.37037037,0.92592593,0.375,0.25,0.41783564,0.65910757,0.34358492,5.15E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_003,0.9575,0.9115,0.6075,0.538,0.17066667,0.15644444,0.11317895,0.10374737,0.21428571,0.00045,0.37037037,0.03333333,0.375,0.00875,0.45395618,0.53891522,0.32696458,9.93E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_enx_002,0.9575,0.9375,0.6075,0.622,0.17066667,0.19911111,0.11317895,0.13204211,0.21428571,0.0095,0.37037037,0.35185185,0.375,0.0175,0.47772624,0.73312484,0.40695515,1.80E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_enx_003,0.9575,0.947,0.6075,0.596,0.17066667,0.07111111,0.11317895,0.04715789,0.21428571,0.16142857,0.37037037,0.92592593,0.375,0.1125,0.54901407,0.73292127,0.45748794,6.91E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_eny_001,0.9575,0.8725,0.6075,0.563,0.17066667,0.11377778,0.11317895,0.07545263,0.21428571,0.025,0.37037037,0.02592593,0.375,0.625,0.34998298,0.57685694,0.2784884,2.52E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_001,Large AWS,DiagonalRot_eny_002,0.9575,0.942,0.6075,0.605,0.17066667,0.17066667,0.11317895,0.11317895,0.21428571,0.02785714,0.37037037,0.04814815,0.375,0.375,0.49261294,0.73235833,0.41745929,3.44E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_002,Large AWS,Combo_001,0.92,0.9,0.601,0.617,0.128,0.27022222,0.08488421,0.1792,0.00014286,0.03571429,0.01851852,0.09259259,0.005,0.25,0.9941587,0.62233932,0.62007194,9.61E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_002,Large AWS,Combo_002,0.92,0.913,0.601,0.813,0.128,0.256,0.08488421,0.16976842,0.00014286,0.00475714,0.01851852,0.35185185,0.005,0.00875,0.84297242,0.57101861,0.51611975,5.89E-08
AWS_NoUniform_NoMatch,Large AWS,Diagonal_002,Large AWS,Combo_003,0.92,0.9215,0.601,0.743,0.128,0.27022222,0.08488421,0.1792,0.00014286,0.00029,0.01851852,0.01666667,0.005,0.01125,0.68518546,0.33782787,0.29243646,6.45E-09
AWS_NoUniform_NoMatch,Large AWS,Diagonal_003,Large AWS,Combo_001,0.912,0.9,0.602,0.617,0.08533333,0.27022222,0.05658947,0.1792,0.03,0.03571429,0.25925926,0.09259259,0.075,0.25,0.99351296,0.62251332,0.61999327,1.99E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_003,Large AWS,Gauss_eny_002,0.912,0.91,0.602,0.923,0.08533333,0.11377778,0.05658947,0.07545263,0.03,0.02785714,0.25925926,0.04814815,0.075,0.375,0.68864263,0.69987192,0.53164204,4.79E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_003,Large AWS,Gauss_eny_003,0.912,0.9265,0.602,0.9225,0.08533333,0.17066667,0.05658947,0.11317895,0.03,0.00482857,0.25925926,0.01666667,0.075,0.1875,0.64833102,0.65258611,0.48197723,1.13E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_001,Large AWS,Combo_001,0.896,0.9,0.6445,0.617,0.14222222,0.27022222,0.09431579,0.1792,0.00228571,0.03571429,0.2962963,0.09259259,0.005,0.25,0.99341347,0.62233934,0.61978198,1.59E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_001,Large AWS,Gauss_eny_003,0.896,0.9265,0.6445,0.9225,0.14222222,0.17066667,0.09431579,0.11317895,0.00228571,0.00482857,0.2962963,0.01666667,0.005,0.1875,0.64816843,0.65230544,0.48173431,9.10E-08
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_002,Large AWS,Combo_001,0.9505,0.9,0.6365,0.617,0.15644444,0.27022222,0.10374737,0.1792,0.02,0.03571429,0.74074074,0.09259259,0.0175,0.25,0.9922238,0.62237048,0.61934954,2.72E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_002,Large AWS,Gauss_eny_003,0.9505,0.9265,0.6365,0.9225,0.15644444,0.17066667,0.10374737,0.11317895,0.02,0.00482857,0.74074074,0.01666667,0.0175,0.1875,0.64740962,0.65235562,0.48134235,2.26E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_003,Large AWS,Combo_001,0.955,0.9,0.6195,0.617,0.09955556,0.27022222,0.06602105,0.1792,0.17142857,0.03571429,0.74074074,0.09259259,0.15,0.25,0.99222391,0.62270013,0.61967603,4.39E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_003,Large AWS,Gauss_eny_002,0.955,0.91,0.6195,0.923,0.09955556,0.11377778,0.06602105,0.07545263,0.17142857,0.02785714,0.74074074,0.04814815,0.15,0.375,0.68754268,0.69987179,0.53098615,1.45E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_enx_003,Large AWS,Gauss_eny_003,0.955,0.9265,0.6195,0.9225,0.09955556,0.17066667,0.06602105,0.11317895,0.17142857,0.00482857,0.74074074,0.01666667,0.15,0.1875,0.64759452,0.65288749,0.48173418,3.94E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_001,Large AWS,Combo_001,0.936,0.9,0.585,0.617,0.19911111,0.27022222,0.13204211,0.1792,0.00685714,0.03571429,0.02222222,0.09259259,0.2,0.25,0.99414866,0.62282479,0.62054997,1.77E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_002,Large AWS,Combo_001,0.9465,0.9,0.646,0.617,0.07111111,0.27022222,0.04715789,0.1792,0.015,0.03571429,0.01111111,0.09259259,0.875,0.25,0.99417855,0.62450499,0.62222961,4.39E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_002,Large AWS,DiagonalRot_001,0.9465,0.9295,0.646,0.574,0.07111111,0.08533333,0.04715789,0.05658947,0.015,0.02328571,0.01111111,0.09259259,0.875,0.1625,0.4907566,0.73427766,0.41674435,1.18E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_002,Large AWS,Gauss_eny_002,0.9465,0.91,0.646,0.923,0.07111111,0.11377778,0.04715789,0.07545263,0.015,0.02785714,0.01111111,0.04814815,0.875,0.375,0.68690631,0.69987195,0.53060661,2.41E-07
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_002,Large AWS,Gauss_eny_003,0.9465,0.9265,0.646,0.9225,0.07111111,0.17066667,0.04715789,0.11317895,0.015,0.00482857,0.01111111,0.01666667,0.875,0.1875,0.64987911,0.6557979,0.48458822,4.54E-08
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_003,Large AWS,Combo_001,0.9065,0.9,0.6365,0.617,0.11377778,0.27022222,0.07545263,0.1792,0.05714286,0.03571429,0.03703704,0.09259259,1,0.25,0.99410889,0.62481621,0.62251125,5.29E-06
AWS_NoUniform_NoMatch,Large AWS,Diagonal_eny_003,Large AWS,Gauss_eny_003,0.9065,0.9265,0.6365,0.9225,0.11377778,0.17066667,0.07545263,0.11317895,0.05714286,0.00482857,0.03703704,0.01666667,1,0.1875,0.65000684,0.65629966,0.48493323,9.93E-08
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_001,0.906,0.9,0.9225,0.617,0.128,0.27022222,0.08488421,0.1792,0.02328571,0.03571429,0.09259259,0.09259259,0.1625,0.25,1,0.61552924,0.61552924,7.87E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_002,0.906,0.913,0.9225,0.813,0.128,0.256,0.08488421,0.16976842,0.02328571,0.00475714,0.09259259,0.35185185,0.1625,0.00875,0.69882698,0.46546147,0.38769083,2.80E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_003,0.906,0.9215,0.9225,0.743,0.128,0.27022222,0.08488421,0.1792,0.02328571,0.00029,0.09259259,0.01666667,0.1625,0.01125,0.83532795,0.40496875,0.37502893,7.62E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_004,0.906,0.941,0.9225,0.584,0.128,0.32711111,0.08488421,0.21692632,0.02328571,0.005,0.09259259,0.37037037,0.1625,0.00875,0.85908813,0.51435981,0.47434071,2.27E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_005,0.906,0.937,0.9225,0.599,0.128,0.18488889,0.08488421,0.12261053,0.02328571,0.0045,0.09259259,0.25925926,0.1625,0.01125,0.94248171,0.43473047,0.42349474,6.76E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_006,0.906,0.89,0.9225,0.6485,0.128,0.35555556,0.08488421,0.23578947,0.02328571,0.02,0.09259259,0.74074074,0.1625,0.0175,0.95874686,0.68876446,0.66893957,1.84E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_007,0.906,1,0.9225,0.755,0.128,0.14222222,0.08488421,0.09431579,0.02328571,0.05,0.09259259,0.03703704,0.1625,0.875,0.86161589,0.84380881,0.74310074,1.76E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_008,0.906,0.967,0.9225,0.9475,0.128,0.15644444,0.08488421,0.10374737,0.02328571,0.01785714,0.09259259,0.01851852,0.1625,0.625,0.85759181,0.6767053,0.60834501,1.77E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Combo_009,0.906,0.9955,0.9225,0.6695,0.128,0.14222222,0.08488421,0.09431579,0.02328571,0.00642857,0.09259259,0.03703704,0.1625,0.1125,1,0.71956573,0.71956573,1.25E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_001,0.906,0.9295,0.9225,0.574,0.128,0.08533333,0.08488421,0.05658947,0.02328571,0.02328571,0.09259259,0.09259259,0.1625,0.1625,0.49363025,0.7237242,0.41536008,1.85E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_002,0.906,0.9505,0.9225,0.685,0.128,0.14222222,0.08488421,0.09431579,0.02328571,0.35714286,0.09259259,0.92592593,0.1625,0.25,0.35420814,0.54806472,0.27413777,1.03E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_003,0.906,0.9115,0.9225,0.538,0.128,0.15644444,0.08488421,0.10374737,0.02328571,0.00045,0.09259259,0.03333333,0.1625,0.00875,0.32723165,0.38105205,0.21366369,3.96E-12
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_enx_001,0.906,0.8835,0.9225,0.617,0.128,0.09955556,0.08488421,0.06602105,0.02328571,0.0045,0.09259259,0.25925926,0.1625,0.01125,0.19932016,0.20786019,0.1132762,2.98E-11
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_enx_002,0.906,0.9375,0.9225,0.622,0.128,0.19911111,0.08488421,0.13204211,0.02328571,0.0095,0.09259259,0.35185185,0.1625,0.0175,0.4611474,0.6941624,0.38327552,1.24E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_enx_003,0.906,0.947,0.9225,0.596,0.128,0.07111111,0.08488421,0.04715789,0.02328571,0.16142857,0.09259259,0.92592593,0.1625,0.1125,0.55276456,0.72382991,0.45648999,8.74E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_eny_001,0.906,0.8725,0.9225,0.563,0.128,0.11377778,0.08488421,0.07545263,0.02328571,0.025,0.09259259,0.02592593,0.1625,0.625,0.38990568,0.63038118,0.31735306,2.09E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_eny_002,0.906,0.942,0.9225,0.605,0.128,0.17066667,0.08488421,0.11317895,0.02328571,0.02785714,0.09259259,0.04814815,0.1625,0.375,0.49597813,0.72327395,0.41687164,3.90E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,DiagonalRot_eny_003,0.906,0.8895,0.9225,0.57,0.128,0.17066667,0.08488421,0.11317895,0.02328571,0.00482857,0.09259259,0.01666667,0.1625,0.1875,0.19983235,0.20743709,0.1133153,1.45E-11
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_001,0.906,0.9575,0.9225,0.6075,0.128,0.17066667,0.08488421,0.11317895,0.02328571,0.21428571,0.09259259,0.37037037,0.1625,0.375,0.85908813,0.84267519,0.74034491,4.35E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_002,0.906,0.92,0.9225,0.601,0.128,0.128,0.08488421,0.08488421,0.02328571,0.00014286,0.09259259,0.01851852,0.1625,0.005,0.85759189,0.84325287,0.73967796,3.24E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_003,0.906,0.912,0.9225,0.602,0.128,0.08533333,0.08488421,0.05658947,0.02328571,0.03,0.09259259,0.25925926,0.1625,0.075,0.85787472,0.84274746,0.73949922,1.46E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_enx_001,0.906,0.896,0.9225,0.6445,0.128,0.14222222,0.08488421,0.09431579,0.02328571,0.00228571,0.09259259,0.2962963,0.1625,0.005,0.85759197,0.84262081,0.73919165,1.14E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_enx_002,0.906,0.9505,0.9225,0.6365,0.128,0.15644444,0.08488421,0.10374737,0.02328571,0.02,0.09259259,0.74074074,0.1625,0.0175,0.85764252,0.84161922,0.73845821,2.60E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_enx_003,0.906,0.955,0.9225,0.6195,0.128,0.09955556,0.08488421,0.06602105,0.02328571,0.17142857,0.09259259,0.74074074,0.1625,0.15,0.85817834,0.84169931,0.73891716,4.54E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_eny_001,0.906,0.936,0.9225,0.585,0.128,0.19911111,0.08488421,0.13204211,0.02328571,0.00685714,0.09259259,0.02222222,0.1625,0.2,0.85838056,0.84336196,0.74034866,7.27E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_eny_002,0.906,0.9465,0.9225,0.646,0.128,0.07111111,0.08488421,0.04715789,0.02328571,0.015,0.09259259,0.01111111,0.1625,0.875,0.86111038,0.84379314,0.74271257,1.90E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Diagonal_eny_003,0.906,0.9065,0.9225,0.6365,0.128,0.11377778,0.08488421,0.07545263,0.02328571,0.05714286,0.09259259,0.03703704,0.1625,1,0.86161588,0.8438088,0.74310072,2.68E-06
AWS_NoUniform_Match,Large AWS,Gauss_001,Large AWS,Gauss_004,0.906,0.9415,0.9225,0.9235,0.128,0.17066667,0.08488421,0.11317895,0.02328571,0.21428571,0.09259259,0.37037037,0.1625,0.375,0.98908765,0.98982752,0.97913486,2.14E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_001,Large AWS,Gauss_eny_003,0.906,0.9265,0.9225,0.9225,0.128,0.17066667,0.08488421,0.11317895,0.02328571,0.00482857,0.09259259,0.01666667,0.1625,0.1875,0.79956296,0.79061905,0.65984175,1.21E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_001,0.923,0.9,0.923,0.617,0.08533333,0.27022222,0.05658947,0.1792,0.35714286,0.03571429,0.92592593,0.09259259,0.25,0.25,0.89171077,0.5508719,0.51633052,2.60E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_002,0.923,0.913,0.923,0.813,0.08533333,0.256,0.05658947,0.16976842,0.35714286,0.00475714,0.92592593,0.35185185,0.25,0.00875,0.59368036,0.3968667,0.31209566,2.08E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_003,0.923,0.9215,0.923,0.743,0.08533333,0.27022222,0.05658947,0.1792,0.35714286,0.00029,0.92592593,0.01666667,0.25,0.01125,0.94038181,0.45755851,0.44465971,1.74E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_004,0.923,0.941,0.923,0.584,0.08533333,0.32711111,0.05658947,0.21692632,0.35714286,0.005,0.92592593,0.37037037,0.25,0.00875,0.75391368,0.45303196,0.39467012,2.81E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_005,0.923,0.937,0.923,0.599,0.08533333,0.18488889,0.05658947,0.12261053,0.35714286,0.0045,0.92592593,0.25925926,0.25,0.01125,0.83729277,0.38761663,0.36046505,1.21E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_006,0.923,0.89,0.923,0.6485,0.08533333,0.35555556,0.05658947,0.23578947,0.35714286,0.02,0.92592593,0.74074074,0.25,0.0175,0.85355509,0.61542658,0.55665038,5.22E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_007,0.923,1,0.923,0.755,0.08533333,0.14222222,0.05658947,0.09431579,0.35714286,0.05,0.92592593,0.03703704,0.25,0.875,0.756441,0.74350403,0.59989341,1.00E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_008,0.923,0.967,0.923,0.9475,0.08533333,0.15644444,0.05658947,0.10374737,0.35714286,0.01785714,0.92592593,0.01851852,0.25,0.625,0.75241761,0.5958759,0.49819381,1.47E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Combo_009,0.923,0.9955,0.923,0.6695,0.08533333,0.14222222,0.05658947,0.09431579,0.35714286,0.00642857,0.92592593,0.03703704,0.25,0.1125,0.93784111,0.67729466,0.64819696,7.05E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_001,0.923,0.9295,0.923,0.574,0.08533333,0.08533333,0.05658947,0.05658947,0.35714286,0.02328571,0.92592593,0.09259259,0.25,0.1625,0.46144704,0.67900209,0.37881006,7.35E-07
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_002,0.923,0.9505,0.923,0.685,0.08533333,0.14222222,0.05658947,0.09431579,0.35714286,0.35714286,0.92592593,0.92592593,0.25,0.25,0.30398178,0.47206171,0.2268583,2.40E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_003,0.923,0.9115,0.923,0.538,0.08533333,0.15644444,0.05658947,0.10374737,0.35714286,0.00045,0.92592593,0.03333333,0.25,0.00875,0.23626842,0.27612937,0.14590095,2.93E-13
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_enx_001,0.923,0.8835,0.923,0.617,0.08533333,0.09955556,0.05658947,0.06602105,0.35714286,0.0045,0.92592593,0.25925926,0.25,0.01125,0.20110768,0.21048768,0.11463509,1.52E-09
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_enx_002,0.923,0.9375,0.923,0.622,0.08533333,0.19911111,0.05658947,0.13204211,0.35714286,0.0095,0.92592593,0.35185185,0.25,0.0175,0.40913335,0.61810766,0.32658052,7.03E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_enx_003,0.923,0.947,0.923,0.596,0.08533333,0.07111111,0.05658947,0.04715789,0.35714286,0.16142857,0.92592593,0.92592593,0.25,0.1125,0.51661495,0.67895537,0.41519127,1.20E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_eny_001,0.923,0.8725,0.923,0.563,0.08533333,0.11377778,0.05658947,0.07545263,0.35714286,0.025,0.92592593,0.02592593,0.25,0.625,0.38994449,0.63273868,0.31797525,2.51E-05
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_eny_002,0.923,0.942,0.923,0.605,0.08533333,0.17066667,0.05658947,0.11317895,0.35714286,0.02785714,0.92592593,0.04814815,0.25,0.375,0.49426521,0.72339959,0.41570238,1.91E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,DiagonalRot_eny_003,0.923,0.8895,0.923,0.57,0.08533333,0.17066667,0.05658947,0.11317895,0.35714286,0.00482857,0.92592593,0.01666667,0.25,0.1875,0.20163095,0.21006598,0.11467936,1.90E-09
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Diagonal_001,0.923,0.9575,0.923,0.6075,0.08533333,0.17066667,0.05658947,0.11317895,0.35714286,0.21428571,0.92592593,0.37037037,0.25,0.375,0.75391368,0.74220184,0.59745929,5.39E-06
AWS_NoUniform_NoMatch,Large AWS,Gauss_002,Large AWS,Diagonal_002,0.923,0.92,0.923,0.601,0.08533333,0.128,0.05658947,0.08488421,0.35714286,0.00014286,0.92592593,0.01851852,0.25,0.005,0.75241769,0.74253012,0.59673144,1.60E-06
